날짜,금액,소분류,업종코드,대분류,중분류
2023.10.6,-2400,편의점,ss016,유통,편의점
2023.10.5,-8000,한식,ss001,요식/유흥,한식
2023.10.4,-12500,한식,ss001,요식/유흥,한식
2023.10.3,-14150,온라인거래,ss068,전자상거래,전자상거래
2023.10.3,-1000,결제대행(PG),ss069,전자상거래,전자상거래
2023.10.1,-25800,일식,ss002,요식/유흥,일식/중식/양식
2023.10.1,-11000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.9.27,-6000,한식,ss001,요식/유흥,한식
2023.9.26,-11800,일식,ss002,요식/유흥,일식/중식/양식
2023.9.26,-15900,온라인거래,ss068,전자상거래,전자상거래
2023.9.26,-3000,결제대행(PG),ss069,전자상거래,전자상거래
2023.9.26,-6000,한식,ss001,요식/유흥,한식
2023.9.26,-127800,교통,ss040,여행/교통,교통
2023.9.26,-33000,교통,ss040,여행/교통,교통
2023.9.25,-9000,한식,ss001,요식/유흥,한식
2023.9.25,-62300,온라인거래,ss068,전자상거래,전자상거래
2023.9.22,-9800,한식,ss001,요식/유흥,한식
2023.9.21,-6000,한식,ss001,요식/유흥,한식
2023.9.21,-2500,편의점,ss016,유통,편의점
2023.9.20,-6000,한식,ss001,요식/유흥,한식
2023.9.19,-9000,한식,ss001,요식/유흥,한식
2023.9.19,-6000,한식,ss001,요식/유흥,한식
2023.9.18,-11100,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.18,-11900,결제대행(PG),ss069,전자상거래,전자상거래
2023.9.18,-26500,온라인거래,ss068,전자상거래,전자상거래
2023.9.17,-18000,미용실,ss041,미용,미용서비스
2023.9.17,-4900,온라인거래,ss068,전자상거래,전자상거래
2023.9.16,-117750,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.9.15,-57695,결제대행(PG),ss069,전자상거래,전자상거래
2023.9.15,-8440,보험,ss049,가정생활/서비스,각종요금
2023.9.15,-14300,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.15,-6000,한식,ss001,요식/유흥,한식
2023.9.14,-9500,한식,ss001,요식/유흥,한식
2023.9.14,-85000,온라인거래,ss068,전자상거래,전자상거래
2023.9.13,-6300,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.13,-8000,한식,ss001,요식/유흥,한식
2023.9.12,-11800,일식,ss002,요식/유흥,일식/중식/양식
2023.9.12,-7300,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.9.11,-12000,결제대행(PG),ss069,전자상거래,전자상거래
2023.9.11,-7000,중식,ss004,요식/유흥,일식/중식/양식
2023.9.9,-19390,온라인거래,ss068,전자상거래,전자상거래
2023.9.8,-11000,한식,ss001,요식/유흥,한식
2023.9.7,-3700,편의점,ss016,유통,편의점
2023.9.7,-13410,결제대행(PG),ss069,전자상거래,전자상거래
2023.9.6,-9900,양식,ss003,요식/유흥,일식/중식/양식
2023.9.5,-11000,한식,ss001,요식/유흥,한식
2023.9.5,-8000,한식,ss001,요식/유흥,한식
2023.9.4,-10800,한식,ss001,요식/유흥,한식
2023.9.4,-14900,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.9.3,-6200,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.3,-13400,기타요식,ss008,요식/유흥,기타요식
2023.9.1,-69000,취미/전문학원,ss093,교육/학원,학원
2023.8.30,-7200,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.30,-10000,한식,ss001,요식/유흥,한식
2023.8.29,-12000,중식,ss004,요식/유흥,일식/중식/양식
2023.8.28,-29250,서점,ss031,스포츠/문화/레저,스포츠/문화/레저
2023.8.28,-1500,온라인거래,ss068,전자상거래,전자상거래
2023.8.28,-4900,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.8.26,-6400,교통,ss040,여행/교통,교통
2023.8.26,-86550,교통,ss040,여행/교통,교통
2023.8.25,-17800,결제대행(PG),ss069,전자상거래,전자상거래
2023.8.25,-8000,한식,ss001,요식/유흥,한식
2023.8.24,-13000,양식,ss003,요식/유흥,일식/중식/양식
2023.8.24,-5900,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.24,-8000,한식,ss001,요식/유흥,한식
2023.8.23,-1500,편의점,ss016,유통,편의점
2023.4.3,-5500,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.6.14,-8000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.8.23,-5000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.23,-9000,한식,ss001,요식/유흥,한식
2023.8.22,-5800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.22,-10000,온라인거래,ss068,전자상거래,전자상거래
2023.6.17,-9500,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.4.29,-10000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.8.19,-8700,자동차서비스,ss064,자동차,자동차서비스/용품
2023.8.19,-49000,스포츠시설,ss029,스포츠/문화/레저,스포츠/문화/레저
2023.8.19,-11340,보험,ss049,가정생활/서비스,각종요금
2023.8.18,-3800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.18,-9000,한식,ss001,요식/유흥,한식
2023.8.17,-4000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.17,-7800,결제대행(PG),ss069,전자상거래,전자상거래
2023.8.17,-4900,온라인거래,ss068,전자상거래,전자상거래
2023.8.16,-8440,보험,ss049,가정생활/서비스,각종요금
2023.8.16,-1500,온라인거래,ss068,전자상거래,전자상거래
2023.8.16,-11000,한식,ss001,요식/유흥,한식
2023.8.15,-57695,결제대행(PG),ss069,전자상거래,전자상거래
2023.8.13,-36000,결제대행(PG),ss069,전자상거래,전자상거래
2023.8.13,-63430,온라인거래,ss068,전자상거래,전자상거래
2023.8.13,-5900,결제대행(PG),ss069,전자상거래,전자상거래
2023.8.13,-2200,편의점,ss016,유통,편의점
2023.8.13,-3000,결제대행(PG),ss069,전자상거래,전자상거래
2023.8.13,-15000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.8.13,-9900,일식,ss002,요식/유흥,일식/중식/양식
2023.8.11,-1500,온라인거래,ss068,전자상거래,전자상거래
2023.8.11,-10000,한식,ss001,요식/유흥,한식
2023.8.10,-8000,일식,ss002,요식/유흥,일식/중식/양식
2023.8.9,-1500,결제대행(PG),ss069,전자상거래,전자상거래
2023.8.9,-11000,한식,ss001,요식/유흥,한식
2023.8.8,-3500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.8,-1850,편의점,ss016,유통,편의점
2023.8.8,-11000,한식,ss001,요식/유흥,한식
2023.8.8,-6000,온라인거래,ss068,전자상거래,전자상거래
2023.8.8,-6000,온라인거래,ss068,전자상거래,전자상거래
2023.8.7,-8900,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.8.5,-20000,미용실,ss041,미용,미용서비스
2023.8.4,-2500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.4,-11000,한식,ss001,요식/유흥,한식
2023.8.3,-10900,양식,ss003,요식/유흥,일식/중식/양식
2023.7.31,2144,패션/잡화,ss022,의류/잡화,패션/잡화
2023.7.31,28477,패션/잡화,ss022,의류/잡화,패션/잡화
2023.7.30,-11000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.7.30,-33000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.7.26,-2900,교통,ss040,여행/교통,교통
2023.7.26,-19650,교통,ss040,여행/교통,교통
2023.7.24,-1300,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.7.24,-13900,일식,ss002,요식/유흥,일식/중식/양식
2023.7.21,-77748,패션/잡화,ss022,의류/잡화,패션/잡화
2023.7.21,-5852,패션/잡화,ss022,의류/잡화,패션/잡화
2023.7.20,-6000,온라인거래,ss068,전자상거래,전자상거래
2023.7.20,-6000,온라인거래,ss068,전자상거래,전자상거래
2023.7.20,-4314,패션/잡화,ss022,의류/잡화,패션/잡화
2023.7.20,-57326,패션/잡화,ss022,의류/잡화,패션/잡화
2023.7.18,-36940,온라인거래,ss068,전자상거래,전자상거래
2023.7.17,-8440,보험,ss049,가정생활/서비스,각종요금
2023.7.17,-4900,온라인거래,ss068,전자상거래,전자상거래
2023.7.16,-30000,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.7.12,-40000,미용실,ss041,미용,미용서비스
2023.7.12,-4900,온라인거래,ss068,전자상거래,전자상거래
2023.7.11,-11200,종합병원,ss054,의료,병원
2023.7.11,-700,생활서비스,ss044,가정생활/서비스,서비스
2023.7.11,-4000,생활서비스,ss044,가정생활/서비스,서비스
2023.7.8,-9500,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.7.7,-3740,생활서비스,ss044,가정생활/서비스,서비스
2023.7.7,-300,생활서비스,ss044,가정생활/서비스,서비스
2023.7.7,-300,생활서비스,ss044,가정생활/서비스,서비스
2023.7.7,-900,생활서비스,ss044,가정생활/서비스,서비스
2023.7.7,-300,생활서비스,ss044,가정생활/서비스,서비스
2023.7.7,-900,생활서비스,ss044,가정생활/서비스,서비스
2023.7.7,-50,생활서비스,ss044,가정생활/서비스,서비스
2023.7.7,-22000,온라인거래,ss068,전자상거래,전자상거래
2023.7.7,-600,생활서비스,ss044,가정생활/서비스,서비스
2023.7.7,-100000,온라인거래,ss068,전자상거래,전자상거래
2023.7.5,-30000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.7.5,-300,생활서비스,ss044,가정생활/서비스,서비스
2023.7.5,-300,생활서비스,ss044,가정생활/서비스,서비스
2023.6.27,-200000,치과병원,ss056,의료,병원
2023.6.26,-1500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.26,-45000,생활서비스,ss044,가정생활/서비스,서비스
2023.6.26,-9500,일식,ss002,요식/유흥,일식/중식/양식
2023.6.26,-2600,교통,ss040,여행/교통,교통
2023.6.26,-7950,교통,ss040,여행/교통,교통
2023.6.26,-41050,교통,ss040,여행/교통,교통
2023.6.24,-11500,일식,ss002,요식/유흥,일식/중식/양식
2023.6.23,-49000,온라인거래,ss068,전자상거래,전자상거래
2023.6.23,-11300,일식,ss002,요식/유흥,일식/중식/양식
2023.6.21,-10000,양식,ss003,요식/유흥,일식/중식/양식
2023.6.20,-50000,미용실,ss041,미용,미용서비스
2023.6.19,-6900,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.6.19,-34460,온라인거래,ss068,전자상거래,전자상거래
2023.6.17,-4900,온라인거래,ss068,전자상거래,전자상거래
2024.1.6,-15000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.6.17,-45000,양식,ss003,요식/유흥,일식/중식/양식
2023.6.16,-61100,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.6.16,-11800,일식,ss002,요식/유흥,일식/중식/양식
2023.6.16,-1200,편의점,ss016,유통,편의점
2023.6.15,-8440,보험,ss049,가정생활/서비스,각종요금
2023.6.15,-40000,스포츠시설,ss029,스포츠/문화/레저,스포츠/문화/레저
2023.6.14,-9800,일식,ss002,요식/유흥,일식/중식/양식
2023.6.14,-1200,편의점,ss016,유통,편의점
2023.6.13,-20800,온라인거래,ss068,전자상거래,전자상거래
2023.6.12,-9000,양식,ss003,요식/유흥,일식/중식/양식
2023.6.11,-8580,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.6.10,-52700,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.6.9,-6000,교통,ss040,여행/교통,교통
2023.6.9,-12000,약국,ss058,의료,약국
2023.6.9,-10900,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.9,-11800,일식,ss002,요식/유흥,일식/중식/양식
2023.6.9,-1200,편의점,ss016,유통,편의점
2023.6.7,-12800,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.6.7,-8000,양식,ss003,요식/유흥,일식/중식/양식
2023.6.5,-10000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.6.5,-7300,교통,ss040,여행/교통,교통
2023.6.5,-11200,교통,ss040,여행/교통,교통
2023.6.4,-200,생활서비스,ss044,가정생활/서비스,서비스
2023.6.4,-1500,온라인거래,ss068,전자상거래,전자상거래
2023.6.4,-7000,약국,ss058,의료,약국
2023.6.4,-14400,교통,ss040,여행/교통,교통
2023.6.3,-14400,교통,ss040,여행/교통,교통
2023.6.2,-11900,일식,ss002,요식/유흥,일식/중식/양식
2023.6.2,-100,생활서비스,ss044,가정생활/서비스,서비스
2023.6.2,-100,생활서비스,ss044,가정생활/서비스,서비스
2023.6.2,-100,생활서비스,ss044,가정생활/서비스,서비스
2023.6.2,-100,생활서비스,ss044,가정생활/서비스,서비스
2023.6.2,-100,생활서비스,ss044,가정생활/서비스,서비스
2023.6.2,-300,생활서비스,ss044,가정생활/서비스,서비스
2023.6.2,-300,생활서비스,ss044,가정생활/서비스,서비스
2023.6.2,-50,생활서비스,ss044,가정생활/서비스,서비스
2023.6.2,-50,생활서비스,ss044,가정생활/서비스,서비스
2023.6.2,-300,생활서비스,ss044,가정생활/서비스,서비스
2023.6.2,-100,생활서비스,ss044,가정생활/서비스,서비스
2023.6.2,-300,교통,ss040,여행/교통,교통
2023.6.2,-5900,교통,ss040,여행/교통,교통
2023.5.30,-25400,온라인거래,ss068,전자상거래,전자상거래
2023.5.30,-11120,서점,ss031,스포츠/문화/레저,스포츠/문화/레저
2023.5.30,-15120,서점,ss031,스포츠/문화/레저,스포츠/문화/레저
2023.5.29,-19110,기타요식,ss008,요식/유흥,기타요식
2023.5.29,19110,기타요식,ss008,요식/유흥,기타요식
2023.5.29,-2050,교통,ss040,여행/교통,교통
2023.5.29,-1950,교통,ss040,여행/교통,교통
2023.5.28,-105590,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.5.26,-15640,교통,ss040,여행/교통,교통
2023.5.26,-5800,교통,ss040,여행/교통,교통
2023.5.25,-12000,교육용품,ss053,교육/학원,교육용품
2023.5.25,-129380,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.5.24,-46000,외국어학원,ss091,교육/학원,학원
2023.5.23,-5000,일식,ss002,요식/유흥,일식/중식/양식
2023.5.23,-313000,외국어학원,ss091,교육/학원,학원
2023.5.23,-8000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.5.23,-49000,중식,ss004,요식/유흥,일식/중식/양식
2023.5.22,-32800,교통,ss040,여행/교통,교통
2023.5.22,-3600,교통,ss040,여행/교통,교통
2023.5.21,-3000,편의점,ss016,유통,편의점
2023.5.21,-6600,교통,ss040,여행/교통,교통
2023.5.19,-32800,교통,ss040,여행/교통,교통
2023.5.19,-6500,온라인거래,ss068,전자상거래,전자상거래
2023.5.19,-157257,온라인거래,ss068,전자상거래,전자상거래
2023.5.18,-56500,온라인거래,ss068,전자상거래,전자상거래
2023.5.17,-46677,온라인거래,ss068,전자상거래,전자상거래
2023.5.16,-30995,패션/잡화,ss022,의류/잡화,패션/잡화
2023.5.16,-14120,기타요식,ss008,요식/유흥,기타요식
2023.5.15,-7820,보험,ss049,가정생활/서비스,각종요금
2023.5.14,-5800,교통,ss040,여행/교통,교통
2023.5.11,-10000,패션/잡화,ss022,의류/잡화,패션/잡화
2023.5.11,-25000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.11,-51600,일식,ss002,요식/유흥,일식/중식/양식
2023.5.10,-5290,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.5.9,-9800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.9,-54000,기타요식,ss008,요식/유흥,기타요식
2023.5.7,-6000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.5.7,-1000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.5.7,-3000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.5.7,-20400,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.6,-1300,결제대행(PG),ss069,전자상거래,전자상거래
2023.5.6,-15500,결제대행(PG),ss069,전자상거래,전자상거래
2023.5.6,-18000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.2.9,-18000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.5.3,-4500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.2,-15990,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.5.1,-25950,교통,ss040,여행/교통,교통
2023.4.30,-10300,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.4.29,-6200,교통,ss040,여행/교통,교통
2023.4.29,-19000,일식,ss002,요식/유흥,일식/중식/양식
2023.12.10,-20000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.4.29,-18000,미용실,ss041,미용,미용서비스
2023.4.29,-13000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.4.29,-10000,일식,ss002,요식/유흥,일식/중식/양식
2023.4.29,-5500,교통,ss040,여행/교통,교통
2023.4.28,-20000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.4.28,-20000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.6.13,-20000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.4.14,-20000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.4.27,-9660,편의점,ss016,유통,편의점
