날짜,금액,소분류,업종코드,대분류,중분류
2024.1.9,-1340,결제대행(PG),ss069,전자상거래,전자상거래
2024.1.9,-9620,기타요식,ss008,요식/유흥,기타요식
2024.1.8,-32800,교통,ss040,여행/교통,교통
2024.1.8,-32500,교통,ss040,여행/교통,교통
2024.1.8,-8800,결제대행(PG),ss069,전자상거래,전자상거래
2024.1.8,-8300,편의점,ss016,유통,편의점
2024.1.7,-3730,결제대행(PG),ss069,전자상거래,전자상거래
2024.1.7,-3550,결제대행(PG),ss069,전자상거래,전자상거래
2024.1.7,-10160,결제대행(PG),ss069,전자상거래,전자상거래
2024.1.5,-2200,편의점,ss016,유통,편의점
2024.1.5,-20700,한식,ss001,요식/유흥,한식
2024.1.5,-7100,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2024.1.5,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2024.1.5,-3030,결제대행(PG),ss069,전자상거래,전자상거래
2024.1.4,-1600,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2024.1.4,-67900,한식,ss001,요식/유흥,한식
2024.1.4,-4500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2024.1.4,-3030,결제대행(PG),ss069,전자상거래,전자상거래
2024.1.3,-2500,편의점,ss016,유통,편의점
2024.1.3,-8500,한식,ss001,요식/유흥,한식
2024.1.2,-3800,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2024.1.2,-5200,일반병원,ss055,의료,병원
2024.1.2,-27300,치과병원,ss056,의료,병원
2023.12.31,-18000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.12.31,-3700,편의점,ss016,유통,편의점
2023.12.31,-10600,교통,ss040,여행/교통,교통
2023.12.30,-15900,교통,ss040,여행/교통,교통
2023.12.30,-3000,편의점,ss016,유통,편의점
2023.12.30,-7000,유흥주점,ss011,요식/유흥,유흥
2023.12.29,-7000,유흥주점,ss011,요식/유흥,유흥
2023.12.29,14000,유흥주점,ss011,요식/유흥,유흥
2023.12.29,-14000,유흥주점,ss011,요식/유흥,유흥
2023.12.29,-2900,편의점,ss016,유통,편의점
2023.12.29,-10400,교통,ss040,여행/교통,교통
2023.12.29,-11100,교통,ss040,여행/교통,교통
2023.12.29,-4800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.12.29,-12000,한식,ss001,요식/유흥,한식
2023.12.28,-3500,한식,ss001,요식/유흥,한식
2023.12.28,-1000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.12.28,-2970,결제대행(PG),ss069,전자상거래,전자상거래
2023.12.28,-2200,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.12.27,-9000,한식,ss001,요식/유흥,한식
2023.12.26,-33000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.12.25,-5800,편의점,ss016,유통,편의점
2023.12.24,-1400,교통,ss040,여행/교통,교통
2023.12.24,-1500,교통,ss040,여행/교통,교통
2023.12.23,-1400,교통,ss040,여행/교통,교통
2023.12.23,-9290,결제대행(PG),ss069,전자상거래,전자상거래
2023.12.23,-1800,종합레저시설,ss027,스포츠/문화/레저,스포츠/문화/레저
2023.12.23,-3000,종합레저시설,ss027,스포츠/문화/레저,스포츠/문화/레저
2023.12.22,-2000,종합레저시설,ss027,스포츠/문화/레저,스포츠/문화/레저
2023.12.22,-1300,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.12.21,-12000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.12.21,-3000,노래방,ss009,요식/유흥,유흥
2023.12.21,-3000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.12.20,-59000,한식,ss001,요식/유흥,한식
2023.12.20,-5000,한식,ss001,요식/유흥,한식
2023.12.19,-9000,한식,ss001,요식/유흥,한식
2023.12.19,-3100,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.12.18,-2700,결제대행(PG),ss069,전자상거래,전자상거래
2023.12.18,-8700,편의점,ss016,유통,편의점
2023.12.17,-900,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.12.16,-45000,한식,ss001,요식/유흥,한식
2023.12.16,-27000,종합레저시설,ss027,스포츠/문화/레저,스포츠/문화/레저
2023.12.15,-14000,의복/의류,ss021,의류/잡화,의복/의류
2023.12.15,-20000,한식,ss001,요식/유흥,한식
2023.12.14,-26000,한식,ss001,요식/유흥,한식
2023.12.14,-39000,한식,ss001,요식/유흥,한식
2023.12.14,-5660,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.12.14,-7600,결제대행(PG),ss069,전자상거래,전자상거래
2023.12.14,-9080,결제대행(PG),ss069,전자상거래,전자상거래
2023.12.14,-1500,교통,ss040,여행/교통,교통
2023.12.13,-10000,한식,ss001,요식/유흥,한식
2023.12.13,-1080,편의점,ss016,유통,편의점
2023.12.13,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.12.13,-1500,교통,ss040,여행/교통,교통
2023.12.13,-1200,교통,ss040,여행/교통,교통
2023.12.12,-9100,편의점,ss016,유통,편의점
2023.12.12,-700,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.12.12,-3350,결제대행(PG),ss069,전자상거래,전자상거래
2023.12.11,-2060,결제대행(PG),ss069,전자상거래,전자상거래
2023.12.11,-1350,결제대행(PG),ss069,전자상거래,전자상거래
2023.12.10,-1,결제대행(PG),ss069,전자상거래,전자상거래
2023.12.9,-8690,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.12.9,-4700,결제대행(PG),ss069,전자상거래,전자상거래
2023.12.9,-9400,결제대행(PG),ss069,전자상거래,전자상거래
2023.12.8,-36650,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.12.8,-10000,한식,ss001,요식/유흥,한식
2023.12.8,-500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.12.7,-9900,결제대행(PG),ss069,전자상거래,전자상거래
2023.12.7,-2200,편의점,ss016,유통,편의점
2023.12.7,-2550,결제대행(PG),ss069,전자상거래,전자상거래
2023.12.5,-3900,화장품,ss043,미용,화장품
2023.12.4,-11500,양식,ss003,요식/유흥,일식/중식/양식
2023.12.4,-8000,결제대행(PG),ss069,전자상거래,전자상거래
2023.12.4,-1500,교통,ss040,여행/교통,교통
2023.12.2,-13400,교통,ss040,여행/교통,교통
2023.12.2,-13300,교통,ss040,여행/교통,교통
2023.12.2,-2000,유흥주점,ss011,요식/유흥,유흥
2023.12.2,-2000,유흥주점,ss011,요식/유흥,유흥
2023.12.1,-7000,유흥주점,ss011,요식/유흥,유흥
2023.12.1,-14000,유흥주점,ss011,요식/유흥,유흥
2023.12.1,-22000,유흥주점,ss011,요식/유흥,유흥
2023.12.1,-15000,업무서비스,ss046,가정생활/서비스,서비스
2023.12.1,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.12.1,-12000,한식,ss001,요식/유흥,한식
2023.11.30,-4000,결제대행(PG),ss069,전자상거래,전자상거래
2023.11.30,-800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.30,-4320,결제대행(PG),ss069,전자상거래,전자상거래
2023.11.28,-7660,화장품,ss043,미용,화장품
2023.11.27,-1000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.11.27,-1500,편의점,ss016,유통,편의점
2023.11.26,-5000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.11.26,-23500,한식,ss001,요식/유흥,한식
2023.11.25,-3500,한식,ss001,요식/유흥,한식
2023.11.25,-1800,결제대행(PG),ss069,전자상거래,전자상거래
2023.11.24,-1610,결제대행(PG),ss069,전자상거래,전자상거래
2023.11.24,-3100,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.11.24,-9000,한식,ss001,요식/유흥,한식
2023.11.23,-1400,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.23,-10000,한식,ss001,요식/유흥,한식
2023.11.22,-25000,온라인거래,ss068,전자상거래,전자상거래
2023.11.22,-3000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.11.21,-7900,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.21,-11900,한식,ss001,요식/유흥,한식
2023.11.21,-4050,결제대행(PG),ss069,전자상거래,전자상거래
2023.11.21,-24000,유흥주점,ss011,요식/유흥,유흥
2023.11.20,-8000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.20,-32000,한식,ss001,요식/유흥,한식
2023.11.20,-1400,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.11.20,-27100,결제대행(PG),ss069,전자상거래,전자상거래
2023.11.20,-7560,결제대행(PG),ss069,전자상거래,전자상거래
2023.11.19,-61900,한식,ss001,요식/유흥,한식
2023.11.19,-15620,결제대행(PG),ss069,전자상거래,전자상거래
2023.11.18,-16700,한식,ss001,요식/유흥,한식
2023.11.18,-3500,교통,ss040,여행/교통,교통
2023.11.18,-9100,교통,ss040,여행/교통,교통
2023.11.17,-45000,교통,ss040,여행/교통,교통
2023.11.17,-3100,독서실,ss050,교육/학원,학원
2023.11.17,-11340,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.11.17,-2000,편의점,ss016,유통,편의점
2023.11.17,-10000,한식,ss001,요식/유흥,한식
2023.11.17,-50000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.16,-7900,결제대행(PG),ss069,전자상거래,전자상거래
2023.11.16,-2300,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.16,-22000,중식,ss004,요식/유흥,일식/중식/양식
2023.11.16,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.16,1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.16,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.15,-3500,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.11.14,-15900,결제대행(PG),ss069,전자상거래,전자상거래
2023.11.14,-3000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.13,-4000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.11.11,-18160,결제대행(PG),ss069,전자상거래,전자상거래
2023.11.10,-1000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.10,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.9,-18800,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.11.9,-1000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.8,-7600,온라인거래,ss068,전자상거래,전자상거래
2023.11.8,-2640,온라인거래,ss068,전자상거래,전자상거래
2023.11.8,-1500,온라인거래,ss068,전자상거래,전자상거래
2023.11.7,-2000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.11.6,-10000,한식,ss001,요식/유흥,한식
2023.11.6,-32640,결제대행(PG),ss069,전자상거래,전자상거래
2023.11.5,-1500,교통,ss040,여행/교통,교통
2023.11.3,-29000,한식,ss001,요식/유흥,한식
2023.11.3,-8000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.11.3,-56000,유흥주점,ss011,요식/유흥,유흥
2023.11.3,-8970,결제대행(PG),ss069,전자상거래,전자상거래
2023.11.3,-3000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.11.3,-6840,결제대행(PG),ss069,전자상거래,전자상거래
2023.11.3,-5400,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.11.3,-100,교통,ss040,여행/교통,교통
2023.11.3,-1400,교통,ss040,여행/교통,교통
2023.11.2,-4800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.2,-12000,한식,ss001,요식/유흥,한식
2023.11.2,-1350,결제대행(PG),ss069,전자상거래,전자상거래
2023.11.1,-1800,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.10.31,-13000,한식,ss001,요식/유흥,한식
2023.10.30,-31000,결제대행(PG),ss069,전자상거래,전자상거래
2023.10.30,-9180,결제대행(PG),ss069,전자상거래,전자상거래
2023.10.29,-13680,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.10.29,-10000,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.10.29,-1500,교통,ss040,여행/교통,교통
2023.10.29,-1500,교통,ss040,여행/교통,교통
2023.10.29,-1500,교통,ss040,여행/교통,교통
2023.10.28,-2300,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.10.28,-6810,결제대행(PG),ss069,전자상거래,전자상거래
2023.10.27,-7000,유흥주점,ss011,요식/유흥,유흥
2023.10.27,-45000,유흥주점,ss011,요식/유흥,유흥
2023.10.27,-3300,편의점,ss016,유통,편의점
2023.10.27,-1350,결제대행(PG),ss069,전자상거래,전자상거래
2023.10.27,-14600,교통,ss040,여행/교통,교통
2023.10.27,-14100,교통,ss040,여행/교통,교통
2023.10.27,-37000,유흥주점,ss011,요식/유흥,유흥
2023.10.26,-2300,편의점,ss016,유통,편의점
2023.10.26,-10000,한식,ss001,요식/유흥,한식
2023.10.26,-1340,결제대행(PG),ss069,전자상거래,전자상거래
2023.10.26,-3900,온라인거래,ss068,전자상거래,전자상거래
2023.10.25,-11300,온라인거래,ss068,전자상거래,전자상거래
2023.10.25,-5000,한식,ss001,요식/유흥,한식
2023.10.25,-6600,편의점,ss016,유통,편의점
2023.10.25,-1720,결제대행(PG),ss069,전자상거래,전자상거래
2023.10.23,-38400,온라인거래,ss068,전자상거래,전자상거래
2023.10.23,-7000,편의점,ss016,유통,편의점
2023.10.23,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.10.23,-1200,교통,ss040,여행/교통,교통
2023.10.23,-1400,교통,ss040,여행/교통,교통
2023.10.21,-1500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.10.21,-3400,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.10.21,-8310,결제대행(PG),ss069,전자상거래,전자상거래
2023.10.21,-1400,교통,ss040,여행/교통,교통
2023.10.20,-38600,중식,ss004,요식/유흥,일식/중식/양식
2023.10.19,-45000,일식,ss002,요식/유흥,일식/중식/양식
2023.10.19,-63000,일식,ss002,요식/유흥,일식/중식/양식
2023.10.19,-29000,한식,ss001,요식/유흥,한식
2023.10.18,-3000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.10.18,-2000,편의점,ss016,유통,편의점
2023.10.18,-7200,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.10.17,-11400,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.10.17,-23000,결제대행(PG),ss069,전자상거래,전자상거래
2023.10.16,-51500,유흥주점,ss011,요식/유흥,유흥
2023.10.16,-12900,온라인거래,ss068,전자상거래,전자상거래
2023.10.16,-3000,편의점,ss016,유통,편의점
2023.10.16,-16000,한식,ss001,요식/유흥,한식
2023.10.15,-51100,화장품,ss043,미용,화장품
2023.10.14,-3900,편의점,ss016,유통,편의점
2023.10.14,-2500,교통,ss040,여행/교통,교통
2023.10.13,-12900,일식,ss002,요식/유흥,일식/중식/양식
2023.10.13,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.10.13,-1500,교통,ss040,여행/교통,교통
2023.10.12,-800,유흥주점,ss011,요식/유흥,유흥
2023.10.12,-30000,온라인거래,ss068,전자상거래,전자상거래
2023.10.12,-4100,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.10.12,-8700,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.10.12,-4300,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.10.11,-8000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.10.11,-19000,중식,ss004,요식/유흥,일식/중식/양식
2023.10.11,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.10.10,-11000,한식,ss001,요식/유흥,한식
2023.10.10,-3800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.10.9,-3000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.10.9,-8690,온라인거래,ss068,전자상거래,전자상거래
2023.10.9,-62903,패션/잡화,ss022,의류/잡화,패션/잡화
2023.10.9,-1500,교통,ss040,여행/교통,교통
2023.10.8,-2700,슈퍼마켓,ss014,유통,할인점/슈퍼마켓
2023.10.7,-26770,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.10.7,-20100,교통,ss040,여행/교통,교통
2023.10.7,-20100,교통,ss040,여행/교통,교통
2023.10.7,-20100,교통,ss040,여행/교통,교통
2023.10.7,-16000,유흥주점,ss011,요식/유흥,유흥
2023.10.6,-59000,중식,ss004,요식/유흥,일식/중식/양식
2023.10.6,-40000,화장품,ss043,미용,화장품
2023.10.6,-10000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.10.6,-8320,결제대행(PG),ss069,전자상거래,전자상거래
2023.10.5,-6000,양식,ss003,요식/유흥,일식/중식/양식
2023.10.4,-10000,한식,ss001,요식/유흥,한식
2023.10.4,-3500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.10.3,-8580,슈퍼마켓,ss014,유통,할인점/슈퍼마켓
2023.10.2,-5500,약국,ss058,의료,약국
2023.10.2,-8600,일반병원,ss055,의료,병원
2023.9.29,-1500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.29,-5300,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.28,-5200,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.9.28,-4500,화장품,ss043,미용,화장품
2023.9.28,-2400,편의점,ss016,유통,편의점
2023.9.28,-12000,유흥주점,ss011,요식/유흥,유흥
2023.9.28,-18500,교통,ss040,여행/교통,교통
2023.9.28,-18800,교통,ss040,여행/교통,교통
2023.9.28,-65700,일식,ss002,요식/유흥,일식/중식/양식
2023.9.27,-1800,슈퍼마켓,ss014,유통,할인점/슈퍼마켓
2023.9.27,-12500,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.9.27,-4300,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.26,-10000,일식,ss002,요식/유흥,일식/중식/양식
2023.9.26,-3900,온라인거래,ss068,전자상거래,전자상거래
2023.9.26,-1500,교통,ss040,여행/교통,교통
2023.9.25,-24000,일식,ss002,요식/유흥,일식/중식/양식
2023.9.25,-13000,일식,ss002,요식/유흥,일식/중식/양식
2023.9.24,-12900,패션/잡화,ss022,의류/잡화,패션/잡화
2023.9.23,-38400,온라인거래,ss068,전자상거래,전자상거래
2023.9.23,-17500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.22,-9500,중식,ss004,요식/유흥,일식/중식/양식
2023.9.21,-3600,편의점,ss016,유통,편의점
2023.9.21,-61785,의복/의류,ss021,의류/잡화,의복/의류
2023.9.21,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.20,-20000,온라인거래,ss068,전자상거래,전자상거래
2023.9.20,-3600,슈퍼마켓,ss014,유통,할인점/슈퍼마켓
2023.9.19,-4000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.19,-16000,한식,ss001,요식/유흥,한식
2023.9.18,-4000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.9.18,-1400,결제대행(PG),ss069,전자상거래,전자상거래
2023.9.18,-9000,한식,ss001,요식/유흥,한식
2023.9.17,-8000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.9.16,-17730,온라인거래,ss068,전자상거래,전자상거래
2023.9.15,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.15,-11600,양식,ss003,요식/유흥,일식/중식/양식
2023.9.14,-1800,편의점,ss016,유통,편의점
2023.9.14,-125750,일반병원,ss055,의료,병원
2023.9.14,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.13,-6400,결제대행(PG),ss069,전자상거래,전자상거래
2023.9.12,-2000,온라인거래,ss068,전자상거래,전자상거래
2023.9.11,-5380,슈퍼마켓,ss014,유통,할인점/슈퍼마켓
2023.9.11,-9500,한식,ss001,요식/유흥,한식
2023.9.10,-6450,슈퍼마켓,ss014,유통,할인점/슈퍼마켓
2023.9.10,-50000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.10,-8100,결제대행(PG),ss069,전자상거래,전자상거래
2023.9.9,-6600,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.9.9,-33000,유흥주점,ss011,요식/유흥,유흥
2023.9.9,-8690,온라인거래,ss068,전자상거래,전자상거래
2023.9.9,-58000,한식,ss001,요식/유흥,한식
2023.9.9,-2430,편의점,ss016,유통,편의점
2023.9.8,-23381,온라인거래,ss068,전자상거래,전자상거래
2023.9.8,-1500,편의점,ss016,유통,편의점
2023.9.8,-22000,중식,ss004,요식/유흥,일식/중식/양식
2023.9.8,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.7,-8000,결제대행(PG),ss069,전자상거래,전자상거래
2023.9.7,-3000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.9.7,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.6,-10000,유흥주점,ss011,요식/유흥,유흥
2023.9.6,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.6,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.5,-6000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.9.5,-5300,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.4,-8500,한식,ss001,요식/유흥,한식
2023.9.4,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.3,-3500,한식,ss001,요식/유흥,한식
2023.9.3,-4160,결제대행(PG),ss069,전자상거래,전자상거래
2023.9.2,-6500,교통,ss040,여행/교통,교통
2023.9.2,-2000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.2,-7100,약국,ss058,의료,약국
2023.9.2,-4500,일반병원,ss055,의료,병원
2023.9.1,-24100,편의점,ss016,유통,편의점
2023.9.1,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.1,-4300,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.9.1,-1500,교통,ss040,여행/교통,교통
2023.8.31,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.31,-8500,한식,ss001,요식/유흥,한식
2023.8.30,-11100,슈퍼마켓,ss014,유통,할인점/슈퍼마켓
2023.8.30,-139950,온라인거래,ss068,전자상거래,전자상거래
2023.8.30,-8000,한식,ss001,요식/유흥,한식
2023.8.30,-1900,편의점,ss016,유통,편의점
2023.8.29,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.29,-1500,교통,ss040,여행/교통,교통
2023.8.29,-1530,교통,ss040,여행/교통,교통
2023.8.29,-1530,교통,ss040,여행/교통,교통
2023.8.28,-44000,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.8.28,-18800,한식,ss001,요식/유흥,한식
2023.8.28,-300,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.27,-14800,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.8.27,-48000,유흥주점,ss011,요식/유흥,유흥
2023.8.26,-2100,편의점,ss016,유통,편의점
2023.8.26,-3900,온라인거래,ss068,전자상거래,전자상거래
2023.8.25,-8000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.8.25,-3700,온라인거래,ss068,전자상거래,전자상거래
2023.8.25,-11900,한식,ss001,요식/유흥,한식
2023.8.25,-3900,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.24,-23889,온라인거래,ss068,전자상거래,전자상거래
2023.8.24,-500000,스포츠시설,ss029,스포츠/문화/레저,스포츠/문화/레저
2023.8.24,-7100,편의점,ss016,유통,편의점
2023.8.24,-13000,한식,ss001,요식/유흥,한식
2023.8.24,-2900,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.24,-20300,온라인거래,ss068,전자상거래,전자상거래
2023.8.23,-3600,슈퍼마켓,ss014,유통,할인점/슈퍼마켓
2023.8.23,-8500,한식,ss001,요식/유흥,한식
2023.8.22,-5600,생활서비스,ss044,가정생활/서비스,서비스
2023.8.22,-5750,생활서비스,ss044,가정생활/서비스,서비스
2023.8.22,-11500,한식,ss001,요식/유흥,한식
2023.8.22,-1500,교통,ss040,여행/교통,교통
2023.8.22,-1500,교통,ss040,여행/교통,교통
2023.8.21,-15000,한식,ss001,요식/유흥,한식
2023.8.21,-61785,의복/의류,ss021,의류/잡화,의복/의류
2023.8.20,-40000,한식,ss001,요식/유흥,한식
2023.8.19,-11100,약국,ss058,의료,약국
2023.8.19,-4500,일반병원,ss055,의료,병원
2023.8.18,-3500,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.8.18,-10000,한식,ss001,요식/유흥,한식
2023.8.18,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.18,-1500,교통,ss040,여행/교통,교통
2023.8.18,-1500,교통,ss040,여행/교통,교통
2023.8.17,-10000,서점,ss031,스포츠/문화/레저,스포츠/문화/레저
2023.8.17,-10000,한식,ss001,요식/유흥,한식
2023.8.16,-34600,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.8.16,-1000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.8.16,-7800,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.8.16,-3960,결제대행(PG),ss069,전자상거래,전자상거래
2023.8.15,-3960,편의점,ss016,유통,편의점
2023.8.15,-13400,중식,ss004,요식/유흥,일식/중식/양식
2023.8.15,-1500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.15,-10800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.15,-39900,백화점,ss012,유통,백화점
2023.8.15,-80000,온라인거래,ss068,전자상거래,전자상거래
2023.8.14,-2100,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.8.14,2600,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.8.14,-2600,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.8.14,-4650,결제대행(PG),ss069,전자상거래,전자상거래
2023.8.14,-9300,결제대행(PG),ss069,전자상거래,전자상거래
2023.8.14,-2000,일반병원,ss055,의료,병원
2023.8.14,-125750,일반병원,ss055,의료,병원
2023.8.14,-5400,편의점,ss016,유통,편의점
2023.8.13,-1100,편의점,ss016,유통,편의점
2023.8.13,-12500,유흥주점,ss011,요식/유흥,유흥
2023.8.13,-13700,교통,ss040,여행/교통,교통
2023.8.13,-3000,교통,ss040,여행/교통,교통
2023.8.13,-17400,교통,ss040,여행/교통,교통
2023.8.12,-4500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.11,-84000,유흥주점,ss011,요식/유흥,유흥
2023.8.11,-9000,한식,ss001,요식/유흥,한식
2023.8.10,-28000,패션/잡화,ss022,의류/잡화,패션/잡화
2023.8.10,-8000,한식,ss001,요식/유흥,한식
2023.8.10,-7830,편의점,ss016,유통,편의점
2023.8.9,-8690,온라인거래,ss068,전자상거래,전자상거래
2023.8.9,-9000,한식,ss001,요식/유흥,한식
2023.8.8,-3950,결제대행(PG),ss069,전자상거래,전자상거래
2023.8.8,-8000,한식,ss001,요식/유흥,한식
2023.8.8,-3950,결제대행(PG),ss069,전자상거래,전자상거래
2023.8.7,-24000,온라인거래,ss068,전자상거래,전자상거래
2023.8.7,-8000,한식,ss001,요식/유흥,한식
2023.8.7,-11000,한식,ss001,요식/유흥,한식
