name,category,benefits
zgm.고향으로카드,['포인트/캐시백'],['기본 서비스 : 국내·외 0.7%적립우대 서비스 : 기부지역 1.7%적립']
미래에셋 현대카드 Silver,"['포인트/캐시백', '금융', '쇼핑', '커피전문점', '한식/일식/중식/양식', '편의점', '문화']","['적립한도 없이 업종별 최대 2% 적립', '미래에셋증권 실버 등급 적용', '온라인 쇼핑 최대 2% 특별적립', '커피전문점 최대 2% 특별적립', '배달 앱 최대 2% 특별적립', '편의점 최대 2% 특별적립', '디지털 콘텐츠 최대 2% 특별적립']"
NH농협 올바른Edu카드,"['교육', '쇼핑', '커피전문점', '영화/공연', '교통', '편의점', '문화', '통신', '화장품', '프리미엄', '금융']","['유치원, 학원, 학습지 5% 청구할인교육비 자동납부 시 2천원 청구할인', '온라인쇼핑몰 0.5~1% 청구할인', '커피전문점 0.5~1% 청구할인', '영화/공연 0.5~1% 청구할인', '교통 0.5~1% 청구할인', '편의점 0.5~1% 청구할인', '온라인 도서 0.5~1% 청구할인', '통신비 0.5~1% 청구할인', '올리브영 0.5~1% 청구할인', '국제 브랜드 프리미엄 서비스 제공', '전자금융 수수료 면제']"
the Green Edition2,"['연회비지원', '바우처', '포인트/캐시백', '프리미엄', '주유소']","['연회비 100% 상당의 혜택 제공', 'the Green 전용 M포인트', '국내외 가맹점 1~2% M포인트 적립영역별 5% M포인트 적립M포인트 사용※유의사항', '보너스 리워드 제공메탈 소재 카드 플레이트 제공무료 발레파킹 서비스 제공', '\u3000']"
신한카드 Edu,"['교육', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '할인점/슈퍼마켓', '생활서비스']","['교육 업종 이용시 5~10% 캐시백!결제건수에 따라 3~5천원 추가할인!', '종합병원/일반병원/치과병원/한의원/약국/기타의료 업종 이용시 1% 할인!', '주요 3대 마트 이용시 1% 할인!', '교육비 연계 아파트 생활서비스 할인!']"
NH올원 Rental&코웨이카드,"['렌탈', '레저']","['매월 코웨이 렌탈료1~3만원 청구할인', '전국 주요 놀이공원 할인']"
하나 스카이패스 아멕스 플래티늄,"['항공', '프리미엄']","['이용금액 1,000원당 1 마일 적립', '인천공항 라운지 이용 시 무료']"
신한카드 Deep Oil,"['연회비지원', '주유소', '자동차서비스', '커피전문점', '교통', '영화/공연', '편의점']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '주유소서비스 10% 결제일 할인', '전국 모든 주차장 10% 할인스피드메이트 10% 할인', '스타벅스, 이디야 5% 할인', '택시 이용금액 5% 할인', '롯데시네마 영화/공연예매 5,000원 할인', 'GS25, CU  5% 할인']"
메리어트 본보이™ 더 베스트 신한카드,"['프리미엄', '포인트/캐시백']","['1박 무료 숙박권 제공 (연 1회)메리어트 본보이™ 엘리트 멤버십 제공엘리트 숙박 크레딧 10개 제공국내 메리어트 참여 호텔 조식 할인공항 라운지 무료 이용 (연 4회)', '메리어트 본보이™ 포인트 적립 서비스특별 적립 및 일반 적립메리어트 본보이™ 보너스 포인트 제공']"
신한카드 B.Big(마이펫 스노우볼),"['교통', '쇼핑', '편의점', '커피전문점', '영화/공연', '생활서비스', '통신']","['버스, 지하철 일 최대 600원 할인택시, KTX 이용금액 10% 할인', '롯데·현대·신세계·갤러리아 5% 할인', '편의점 이용금액 5% 할인', '스타벅스/커피빈 등 카페 10% 할인', 'CGV 영화/공연 할인CGV,메가박스 온라인 영화/공연예매 할인', '전기요금, 통신요금 5% 캐시백 제공', 'SKT,KT,LG 자동이체 5% 할인']"
트래블로그 신용카드,"['포인트/캐시백', '결제대행(PG)', '항공']","['국내외 전 가맹점 1.0% 적립면세 가맹점 3% 하나머니 적립!여행 가맹점 3% 하나머니 적립!해외 전 가맹점 3% 하나머니 적립', '결제대행(PG) 1.0% 하나머니 적립', '항공 가맹점 3% 하나머니 적립!']"
New PAYCO 롯데카드,"['결제대행(PG)', '포인트/캐시백']","['PAYCO 가맹점에서PAYCO로 결제 시 최대 3%', '국내외 온오프라인 가맹점에서일반결제 시 최대 0.7%']"
아시아나 신한카드 Air 1.5,"['연회비지원', '항공']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '국내외 1천원당 1.5 마일리지 적립해외 이용금액은 2배로 더블적립!']"
현대카드 대한항공카드 the First,"['항공', '프리미엄', '쇼핑', '자동차서비스', '문화', '커피전문점', '결제대행(PG)', '레저', '바우처']","['웰컴보너스 1만 5천, 바우처 별도1천원당 1마일, 최대 5마일 적립해외/면세 1천원당 3마일 적립호텔/백화점/골프 1천원당 3마일적립항공/기내면세 1천원당 5마일 적립', 'MasterCard 프리미엄서비스항공권 최대 10만원 할인기내면세 최대 2만원 할인마티나 골드/해외 라운지 무료 이용스페셜 바우처공항/호텔 발레파킹 무료 이용특수 소재 플레이트 발급골프장 1천원당 3마일 적립', '백화점/면세점 1천원당 3마일 적립', '서울 및 대도시 주말 무료 주차', '슈퍼콘서트 20% 할인현대카드 라이브러리 무료 입장', '커피전문점 스타벅스, 폴바셋, 이디야결제 건당 500원 할인', '단 한번의 클릭으로 온라인 결제 완료대한항공 결제대행(PG)/현대카드 앱카드', '골프장 1천원당 2마일 적립', '마일리지/항공권/면세점/스페셜 바우처']"
KB국민 Liiv M Ⅱ카드,['통신'],['리브M 통신요금 최대 1만7천원 할인']
기업은행 BLISS.5 카드,"['프리미엄', '바우처', '항공', 'Priority Pass']","['premium 서비스', '한식/일식/중식/양식, 쇼핑, 포인트 등 바우처(Voucher) 서비스', '대한항공 마일리지(택1)BC카드 TOP포인트(택1)', 'Priority Pass Card']"
KB국민 Easy on카드,"['연회비지원', '레저', '한식/일식/중식/양식', '쇼핑', '커피전문점', '편의점', '문화', '교통', '통신']","['온라인신규신청 연회비 100% 캐시백홈페이지 내 신용카드 최초 발급 시', '야놀자·여기어때·데일리호텔 5% 할인', '배달의민족 5% 할인 한식/일식/중식/양식업종 5% 할인', 'G마켓·옥션·11번가 최대 10%할인쿠팡·티몬·위메프 5% 할인롯데·현대·신세계백화점 5% 할인마켓컬리 5% 할인', '스타벅스·커피빈 5% 할인제과·아이스크림 업종 5% 할인', ' GS25·CU 5%할인', '멜론·지니 5% 할인', '버스·지하철 5% 할인', 'SKT·KT·LGU+ 5% 할인']"
인플카 현대카드,"['한식/일식/중식/양식', '편의점', '교통', '통신']","['배달의 민족ㆍ요기요ㆍ쿠팡이츠10% M포인트 적립', 'CU·GS25·세븐일레븐·이마트24편의점 10% M포인트 적립', '시내버스·지하철·택시요금10% M포인트 적립', '통신요금 정기 결제 시10% M포인트 적립']"
삼성 iD EV 카드,"['주유소', '자동차서비스', '하이패스', '금융', '한식/일식/중식/양식', '문화', '언제나할인']","['전기차 충전요금 최대 70% 할인전기차 충전요금 월 최대 3만원 할인', '주차장·대리운전 10% 결제일할인', '하이패스 10% 결제일할인', '현대해상다이렉트자동차보험 3만원 할인', '배달앱 10% 결제일할인', '스트리밍 20% 결제일할인', '해외 1% 결제일할인']"
국민행복 삼성카드 V2,"['국민행복카드', '쇼핑', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '교육', '주유소', '생활서비스', '통신', '렌탈', '금융', '문화']","['임신·출산진료비 지원 국가바우처', '백화점·할인점·온라인쇼핑몰 등쇼핑 7% 할인해외 1.5% 할인신세계백화점 제휴 서비스', '산후조리원 7% 할인', '학원·학습지·온라인서점어린이집·유치원 7% 할인', '주유소 7% 할인', '아파트 생활서비스·도시가스요금·전기요금자동납부 연결 시 7% 할인', '통신 자동납부 연결시 7% 할인', '렌탈 자동납부 연결시 7% 할인', '보험 자동납부 연결시 7% 할인', '스트리밍 3,000원 할인']"
IBK기업 I-어디로든 그린카드,"['포인트/캐시백', '교통', '커피전문점']","['에코머니 포인트 적립', '버스, 지하철 10% 적립', '주요 커피전문점 10% 적립']"
KB국민 가온글로벌카드,"['포인트/캐시백', '쇼핑', '프리미엄']","['국내가맹점 0.3% 기본적립해외가맹점 최대 3% 적립', '국내 쇼핑 0.7% 추가 적립', '여행 특화 영역 0.7% 추가 적립']"
LOCA LIKIT 1.2,"['연회비지원', '언제나할인', '커피전문점', '쇼핑', '화장품', '편의점', '주유소', '한식/일식/중식/양식', '영화/공연', '통신', '교육', '육아', '레저', '문화', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '결제대행(PG)', '렌탈', '할인점/슈퍼마켓']","['신규회원 연회비 100% 캐시백이벤트롯데카드 온라인신청 특별 혜택', '국내외 가맹점 1.2% 결제일 할인온라인 결제는 1.5% 결제일 할인', '커피전문점 업종 1.2% 결제일온라인 결제 시 1.5% 결제일 할인', '쇼핑 업종 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인', '화장품 업종 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인', '편의점 1.2% 결제일 할인', '주유소소 1.2% 결제일 할인', '한식/일식/중식/양식 업종 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인', '영화/공연관 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인', '이동통신 업종 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인', '교육비 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인', '육아 업종 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인', '레저 업종 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인', '문화 업종 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인', '종합병원/일반병원/치과병원/한의원/약국/기타의료 업종 1.2% 결제일 할인', '결제대행(PG) 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인', '렌탈 업종 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인', '할인점/슈퍼마켓 1.2% 결제일 할인온라인 결제 시 1.5% 결제일 할인']"
KB국민 CLiP카드,['통신'],"['매월 최대 1만7천원 할인통신요금(휴대폰,인터넷,IPTV 등)']"
엠베스트 엘리하이 삼성카드,"['교육', '생활서비스', '통신', '금융']","['메가스터디교육 월 최대 12천원 할인', '아파트생활서비스 등 생활요금 결제일할인', '이동통신 등 생활요금 결제일할인', '보험 등 생활요금 결제일할인']"
zgm.streaming카드,"['쇼핑', '문화', '커피전문점', '결제대행(PG)']","['멤버십 이용요금 7천원 청구할인', '스트리밍 이용요금 50% 청구할인', '스타벅스 사이렌오더 50% 청구 할인', '온라인 결제대행(PG) 5% 청구 할인']"
디지로카 Paris,"['연회비지원', '언제나할인', '쇼핑', '결제대행(PG)']","['신규회원 연회비 100% 캐시백이벤트롯데카드 첫 발급 고객 혜택!', '국내외 가맹점에서 0.7% 할인실적·한도 없이 혜택 제공', '온라인 쇼핑 최대 5% 결제일 할인', '네이버페이 최대 5% 결제일 할인']"
T-Premium KB국민카드,['통신'],"['최대 21,000원 할인SKT 통신요금']"
zgm.play++카드,"['쇼핑', '문화', '통신', '레저', '교통', '영화/공연', '커피전문점', '한식/일식/중식/양식', '화장품', '편의점', '바우처', '프리미엄']","['인앱결제 10% 청구할인올리브영 5% 청구할인쿠팡, 티몬 5% 청구할인', 'PC게임 충전 결제 10% 청구할인PC게임방 10% 청구할인온라인서점 5% 청구할인오프라인서점 5% 청구할인', '이동통신요금 10% 청구할인', '피트니스업종 10% 청구할인놀이공원 현장할인', '교통 10% 청구할인', 'CGV,롯데시네마,메가박스 청구할인', '스타벅스,투썸플레이스,커피빈 청구할인', '패스트푸드업종 20% 청구할인', '미용실 5% 청구할인', 'CU/GS25 5% 청구할인', '워터파크 2인 입장교환권 제공', '전 세계 공항라운지 무료 이용']"
KB국민 탄탄대로 온리유 티타늄카드,"['프리미엄', '주유소', '금융', '자동차서비스', '통신', '영화/공연', '레저', '결제대행(PG)']","['인천공항 마티나, skyhub 라운지인천공항 발레파킹 무료 서비스 제공', '리터당 최대 200점 포인트리 적립전국 SK, GS칼텍스(충전소 포함)', '다이렉트 자동차보험 1만원 청구할인삼성화재, DB손해보험, 현대해상 등', '기타 차량서비스 업종 10% 적립차량정비,부품,인테리어,주차장,세차장', '자동납부 시 10% 적립SKT, KT, LG U+ 통신비', '3,500원 청구 할인인터파크 영화/공연 예매 시 ', '이용 시 최대 50% 현장할인롯데월드, 에버랜드, 캐리비안베이', '이용 시 10% 적립KB Pay 내 플러스 O2O']"
taptap DIGITAL,"['연회비지원', '문화', '편의점', '화장품', '쇼핑', '결제대행(PG)']","['온라인신규회원 연회비 100% 캐시백(삼성개인신용카드 신규발급 시 제공)', '넷플릭스 웨이브 티빙 멜론 왓챠 등스트리밍 50% 결제일할인', '편의점 10% 결제일할인', '올리브영 롭스 랄라블라 등헬스&화장품 10% 결제일할인', '해외 1.5% 결제일할인다이소 10% 결제일할인', '삼성페이 네이버페이 카카오페이 등온라인 결제대행(PG) 5% 결제일할인']"
KB국민 스카이패스 티타늄카드,"['항공', '쇼핑', '프리미엄']","['국내외 가맹점 1천원당 1마일 적립해외 이용 1천원당 1마일 추가 적립', '면세점이용 1천원당 1마일 추가적립', '인천공항 라운지 무료이용인천공항, 국내호텔 발레파킹 서비스']"
신한카드 Unboxing,"['연회비지원', '쇼핑', '할인점/슈퍼마켓', '편의점', '커피전문점']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '쇼핑 10% 캐시백 서비스언박싱 스페셜 할인 서비스', '이마트, 홈플러스, 롯데마트할인점/슈퍼마켓 이용금액 10% 현금 캐시백', 'CU, GS25, 세븐일레븐 편의점 이용금액 10% 현금 캐시백', '카페노티드 10% 캐시백 서비스']"
KB국민 굿데이카드,"['주유소', '통신', '교통', '한식/일식/중식/양식', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '교육', '커피전문점', '편의점', '레저']","['주유소소 및 충전소 리터당 60원 할인', '전화·인터넷·케이블TV 10% 할인', '버스, 지하철, 택시 10% 할인', '음식점, 레스토랑, 주점 10% 할인', '약국 업종 이용시 10% 할인', '학원부터 독서실 업종까지 10% 할인', '스타벅스,커피빈 등 카페 10% 할인', 'CU, GS25 등 편의점 10%할인', '종합스포츠센터, 헬스장 10% 할인']"
KB국민 BeV V카드(스카이패스형),"['항공', '프리미엄', '바우처', '쇼핑', '문화', '금융', '레저']","['1500원당 스카이패스 최대3마일적립', '마스터카드공항라운지 무료이용 서비스UPI카드 국내외 공항라운지 서비스인천공항 발레파킹 서비스국내 호텔 발레파킹 서비스롯데호텔 객실 20~30% 할인롯데호텔 F&B(식음료) 10% 할인', '프리미엄 쿠폰서비스(택1)국내여행/숙박 최대25만원 할인서비스호텔 뷔페 이용권 25만원 제공서비스롯데백화점 상품권 22만원 제공서비스KB국민카드 포인트리 22만점 제공', '랭킹닭컴 배송완료시 포인트6배 적립유어버스데이 꽃배달 20%할인서비스', '롯데백화점 문화센터 30% 현장할인도서 요약본 프리미엄 서비스내셔널지오그래픽트래블러 정기구독 할인', 'KB국민은행 수수료 감면, 면제서비스문자알림(SMS) 서비스 무료제공', '해외여행상품 최대5% 현장할인제주 자연 렌트카 이용요금 현장할인비전힐스 PAR3 주중 현장 할인아고다 국내외호텔 예약시 12%할인국내, 해외 렌터카 할인국내외 투어 상품 할인 쿠폰 서비스제주도 여행상품 할인 및 특전 제공프리미엄 수행기사 서비스 특전 제공제주도, 해외 골프 특전 제공']"
나무 NH농협카드,"['포인트/캐시백', '프리미엄']","['나무증권 스마트 캐시백나무멤버스 월 이용료 캐시백', '국제공항 라운지 무료이용']"
Mile1 하나카드,"['포인트/캐시백', '프리미엄']","['1500원당 45 UniMile 적립', '인천공항 라운지 무료 입장 서비스위탁수하물 서비스UPI 플래티늄 서비스']"
NH1961카드,"['포인트/캐시백', '쇼핑', '문화', '한식/일식/중식/양식', '프리미엄']","['이용가맹점 0.7~0.9% 포인트적립', '온라인쇼핑 멤버십 이용료 50% 적립', '스트리밍 20% NH포인트 적립', '배달앱 10% 적립', '국제공항 라운지 무료이용']"
NH농협 콕카드,"['교통', '커피전문점', '쇼핑', '주유소', '통신', '할인점/슈퍼마켓', '종합병원/일반병원/치과병원/한의원/약국/기타의료']","['B - 도시형 카드 혜택버스,지하철등 교통 10%청구할인', 'B - 도시형 카드 혜택주요 커피전문점 10% 청구할인', 'B - 도시형 카드 혜택', 'A - 농촌형 카드 혜택주유소소 10% 청구 할인', 'A, B형 통합 서비스주요 이동통신 10% 청구 할인', 'B - 도시형 카드 혜택할인점/슈퍼마켓 10%청구할인', 'A - 농촌형 카드 혜택 병의원 및 약국 10% 청구 할인']"
현대카드M BOOST,"['연회비지원', '포인트/캐시백', '커피전문점', '영화/공연', '항공', '결제대행(PG)', '하이패스', '주유소']","['신규회원 Welcome 이벤트', '한도없는 포인트적립 업종별 실적별0.5%~4.5% M포인트 적립보너스 리워드 1만 M포인트 적립M포인트를 H-Coin으로 교환', '커피전문점, 베이커리0.5%~4.5% M포인트적립', '영화/공연 0.5%~4.5% M포인트적립', 'M포인트 항공 전환', '온라인 결제대행(PG) 서비스 5% 적립', '하이패스 이용금액 M포인트 적립', '주유소 특별적립']"
NH농협 쏠쏠 투 플러스카드 (SolSol 투플러스),"['바우처', '레저', '영화/공연', '커피전문점', '편의점', '주유소', '교통', '통신', '쇼핑']","['동반자 무료 항공권 바우처 서비스농협몰 3만원 청구할인농민신문사 정기간행물 1년 무료 구독', '인천공항 캡슐호텔 3시간 무료 제공', 'CGV 10% 청구할인', '스타벅스, 이디야 10% 청구할인주요 베이커리 10% 청구할인', '주요 편의점 5% 청구할인', 'SK에너지, NH-Oil 5%청구할인', '버스/지하철 5% 청구할인', '주요 통신 3사 3% 청구 할인', '인터넷 쇼핑 3% 청구할인']"
삼성 iD EDU 카드,"['교육', '생활서비스', '쇼핑', '한식/일식/중식/양식', '언제나할인']","['학원·인터넷강의·학습지 10% 할인', '아파트생활서비스 5,000원 결제일할인', '온라인쇼핑몰 멤버십 50% 결제일할인', '배달앱 5% 결제일할인', '해외 1.5% 결제일할인']"
경차 smart 롯데카드,"['경차유류환급', '주유소', '자동차서비스', '교통', '할인점/슈퍼마켓']","['경차 smart 롯데카드란?유류세 환급 서비스회원가입 자격 조건유류세 환급 유의사항', '경차 smart 롯데카드주유소 할인 서비스', '경차 smart 롯데카드정비(엔진오일) 할인 서비스', '경차 smart 롯데카드교통 할인 서비스', '경차 smart 롯데카드할인점/슈퍼마켓 할인 서비스']"
코웨이 KB국민카드,"['렌탈', '통신', '화장품']","['최대 2만원 할인코웨이 렌탈비, 멤버십', '통신요금 매월 3천원 할인SKT, KT, LG U+', '화장품업종에서 5% 할인미용실, 피부미용원, 화장품점']"
taptap SHOPPING,"['쇼핑', '문화']","['온라인 쇼핑 5% 할인오프라인 쇼핑 5% 할인해외 1.5% 할인', '넷플릭스·멜론·왓챠 등스트리밍 3,000원 할인']"
현대카드Z family,"['할인점/슈퍼마켓', '한식/일식/중식/양식', '쇼핑', '주유소', '생활서비스']","['이마트·홈플러스·롯데마트 10% 할인', '배달의민족·요기요·쿠팡이츠 10%할인', '네이버쇼핑·쿠팡·G마켓 등 10%할인', '주유소 시 리터당 100원 청구 할인', '통신요금 7% 할인아파트생활서비스 · 도시가스 7% 할인 ']"
GS리테일 NH농협카드,"['쇼핑', '포인트/캐시백', '프리미엄']","['GS리테일 이용시 2% POINT적립GS리테일 POP 서비스 이용가능', '국내 이용금액 1% NH포인트적립국외 이용금액 2% NH포인트적립', '국제공항라운지 무료이용 연 2회 제공']"
My Trip AsianaClub 카드,"['항공', '레저']","['아시아나항공 적립한도없이 적립', '에어서울/에어부산 항공권 할인']"
신한카드 봄,"['포인트/캐시백', '교통', '문화']","['국내외 이용금액 최대 0.5% 캐시백', '교통비 일 최대 200원 캐시백', '디지털구독 서비스 최대 1만원 캐시백']"
KB국민 와이즈카드,"['포인트/캐시백', '교육', '쇼핑', '주유소', '교통', '한식/일식/중식/양식', '할인점/슈퍼마켓', '커피전문점', '레저', '화장품', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '통신', '영화/공연']","['최대 5% 포인트리 적립기본+많이 쓴 곳 특별 포인트리 적립', '최대 5% 포인트리 적립학원·서점·독서실 업종 ', '최대 5% 포인트리 적립백화점·홈쇼핑·온라인쇼핑 등', '최대 5% 포인트리 적립주유소소·충전소 이용 시', '최대 5% 포인트리 적립버스·지하철·택시 업종', '최대 5% 포인트리 적립패밀리레스토랑·패스트푸드 업종', '할인점/슈퍼마켓 최대 5% 포인트리 적립', '카페 업종 최대 5% 포인트리 적립', '놀이공원 이용 시 최대 50% 할인골프·스포츠용품 업종 최대 5% 적립', '화장품·미용실 최대5% 포인트리 적립', '최대 5% 포인트리 적립병원·의원·한의원·약국 업종', '최대 5% 포인트리 적립유무선 통신·인터넷·케이블 업종', '영화/공연 예매시 1매당 3,500원 할인']"
K-22(Mileage),"['항공', '바우처', '프리미엄', '커피전문점', '할인점/슈퍼마켓', '교통']","['대한항공 마일리지', 'Voucher 서비스', 'Premium 서비스', '주요 커피전문점 20% 할인!공항 커피 무료 제공', '백화점·할인점/슈퍼마켓 10% 할인', 'KTX·SRT 10% 할인']"
카드의정석L.POINT,"['포인트/캐시백', '영화/공연', '한식/일식/중식/양식', '커피전문점', '통신', '교통', '주유소', '쇼핑', '편의점', '레저']","['롯데 L.POINT 1~2% 추가적립국내가맹점 L.POINT 0.7%적립', '영화/공연관 L.POINT 3% 특별적립', '한식/일식/중식/양식 L.POINT 3% 특별적립', '카페 L.POINT 3% 특별적립', '이동통신 L.POINT 3% 특별적립', '교통 L.POINT 3% 특별적립', '전기차충전 L.POINT 3%특별적립주유소 L.POINT 1% 특별적립', '백화점/면세점L.POINT1%특별적립할인점 L.POINT 1% 특별적립온라인/홈쇼핑L.POINT1%특별적립아울렛/몰L.POINT 1% 특별적립', '편의점 L.POINT 1% 특별적립', '여행레저 L.POINT 1% 특별적립자유이용권 50% 현장할인']"
Mile 1.6 아시아나,"['항공', '커피전문점', '영화/공연']","['1,500원당 최대 1.8 마일 적립HANA Mile 사용HANA Mile 결제 대금 차감', '스타벅스 4천원 청구할인', 'CGV, 롯데시네마 4천원 청구할인']"
CLUB PREMIER 카드 [Hotel],"['프리미엄', '주유소', '교통', '커피전문점', '포인트/캐시백']","['국내 특급호텔 50% 청구할인전 세계 제휴 라운지 무료 입장국제 브랜드 서비스', '전 주유소소 주유소 리터당 100원 할인', '택시 20% 청구할인', '스타벅스, 커피빈 20% 청구할인', '국내외 최대 1.5% 하나머니 적립']"
싱가포르항공 크리스플라이어 더 베스트 신한카드,"['항공', '프리미엄']","['싱가포르항공 1만 5천 마일리지 적립국내외 전가맹점 마일리지 적립싱가포르항공 보너스 마일리지 적립부스터마일즈 가입시 추가 적립공제 마일리지 할인 쿠폰 제공', '싱가포르항공 인천/김해공항 특별 우대싱가포르항공 이용금액 결제일 할인공항 라운지 무료 이용']"
LOCA LIKIT Play,"['연회비지원', '문화', '쇼핑', '주유소', '영화/공연']","['신규회원 연회비 100% 캐시백이벤트롯데카드 온라인신청 특별 혜택', 'LOCA LIKIT Play로스트리밍 60% 결제일 할인', 'LOCA LIKIT Play로쇼핑 멤버십 60% 결제일 할인', 'LOCA LIKIT Play로주유소소 60% 할인', 'LOCA LIKIT Play로영화/공연관 60% 결제일 할인']"
위메프페이 롯데카드,"['결제대행(PG)', '포인트/캐시백']","['위메프 가맹점에서위메프페이로 결제시 2% 적립', '국내외 온오프라인 가맹점에서일반결제시 0.7% 적립']"
NH농협 별다줄카드,"['언제나할인', '쇼핑', '교통', '커피전문점', '편의점', '통신', '한식/일식/중식/양식', '문화', '프리미엄', '레저']","['국내 온라인 전 가맹점 7% 청구할인', '무신사·크림·야놀자 등 14% 할인', '교통(버스,지하철) 5% 청구할인', '스타벅스,이디야 5% 청구할인', '편의점 5% 청구할인', '통신요금 5% 청구할인', '배달앱 5% 청구할인', 'OTT 구독 5% 청구할인', '국제공항 라운지 무료이용 연2회', '주요 놀이공원 무료입장 및 할인']"
NU Blanc,"['포인트/캐시백', '프리미엄', '커피전문점', '편의점', '할인점/슈퍼마켓', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '쇼핑', '교통', '화장품', '레저', '한식/일식/중식/양식', '렌탈', '영화/공연', '교육', '문화', '육아', '주유소', '통신']","['국내 전가맹점 1~1.8% 포인트적립해외 전 가맹점 3% 포인트 적립보너스 포인트 20,000점 적립', '전세계 공항라운지 무료 이용K리무진 버스 무료 이용골프 서비스전국 부티크 호텔 무료 브런치 제공이용방법', '커피 브랜드 1~1.8% 포인트 적립', '편의점 1~1.8% 포인트 적립', '할인점/슈퍼마켓 1~1.8% 포인트 적립', '병원 약국 1~1.8% 포인트 적립', '소셜 커머스 1~1.8% 포인트 적립', '교통 1~1.8% 포인트 적립', '화장품 1~1.8% 포인트 적립', '항공사 1~1.8% 포인트 적립', '음식점 1~1.8% 포인트 적립', '렌탈 이용금액 1~1.8% 포인트적립', '영화/공연 이용금액 1~1.8% 포인트적립', '교육 이용금액 1~1.8% 포인트적립', '스트리밍서비스 1~1.8% 포인트적립', '육아 이용금액 1~1.8% 포인트적립', '주유소 이용금액 1~1.8% 포인트적립', '통신 이용금액 1~1.8% 포인트적립']"
신한카드 경차사랑 Life,"['경차유류환급', '주유소', '편의점', '커피전문점', '할인점/슈퍼마켓', '금융', '종합병원/일반병원/치과병원/한의원/약국/기타의료']","['경차 유류세 리터당 250원 자동환급모든 주유소소·충전소 80원/ℓ 할인!', '모든 주유소소 리터당 80원 할인!', '편의점 업종 10% 할인', '커피전문점 10% 할인', '이마트·롯데마트·홈플러스 주말5%할인', '한화손해보험 다이렉트 자동차보험 할인', '병원/약국 10% 할인']"
기업은행 일상의 기쁨카드,"['커피전문점', '쇼핑', '편의점', '할인점/슈퍼마켓', '교통', '주유소', '레저', '금융', '영화/공연']","['스타벅스, 커피빈, 할리스, 투썸 등주요 커피전문점 20% 할인!', '쿠팡, 티몬, 위메프온라인쇼핑 20% 할인!', '올리브영,GS25, CU, 세븐일레븐주요 편의점 10% 할인!', '이마트,홈플러스,롯데마트 5% 할인할인점/슈퍼마켓 이용시 5% 할인!', '버스, 지하철등 교통 200원할인교통비용 건당 200원 할인!', 'LPG 포함 전 주유소소 주유소 비용 리터당 60원 할인!', '레저전국 주요 놀이공원 50% 할인!', '금융우대서비스 제공!환전 시 환율 70% 우대!', 'CGV, 롯데시네마, 메가박스영화/공연 1만원 할인!']"
IBK-Syrup카드,"['포인트/캐시백', '바우처']","['OK캐시백,GS포인트,아모레퍼시픽 등통합멤버십 포인트 적립 & 사용 가능', '메가박스, 교보문고, S-OIL 등IBK-Syrup 모바일쿠폰 서비스']"
네이버페이 taptap,"['결제대행(PG)', '포인트/캐시백']","['네이버페이 결제대행(PG) 10%적립일상팩·온라인팩 선택해서 적립', '일상팩 커피·편의점·배달앱 5%적립온라인팩 결제대행(PG) 시 3천P 추가적립온오프라인 0.5% 네이버페이 적립']"
KB국민 레고랜드 매니아카드,"['레저', '쇼핑', '할인점/슈퍼마켓', '한식/일식/중식/양식', '문화', '결제대행(PG)', '포인트/캐시백']","['레고랜드 코리아 이용권 30% 할인 레고랜드 리조트 30% 할인', '레고 코리아 공식온라인몰 10% 할인완구점 업종 10% 할인 신세계백화점 등 백화점 10% 할인', '이마트 등 할인점/슈퍼마켓 10% 할인', '배달의민족 등 배달앱 10% 할인', '넷플릭스 등 구독 서비스 20% 할인', 'KB Pay 결제 10% 할인', '해외 가맹점 이용 10% 캐시백웰컴 레고랜드 포인트리 7만점 적립레고랜드 포인트리 8만점 적립']"
