name,category,benefits
신한카드 Deep On Platinum+,"['연회비지원', '결제대행(PG)', '포인트/캐시백', '프리미엄', '편의점', '쇼핑', '커피전문점']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '결제대행(PG) 온라인업종 이용시 10%할인요기요,GS프레시 추가 10%할인', '해외 이용금액 10% 캐시백!', '제주항공 · 에어부산 10% 할인!', '4대 편의점 20% 할인', '올리브영·다이소 20%할인쿠팡·위메프 월납20% 할인', '스타벅스·투썸플레이스 20% 할인']"
KB국민 청춘대로 톡톡카드,"['연회비지원', '커피전문점', '한식/일식/중식/양식', '통신', '교통', '결제대행(PG)', '쇼핑', '영화/공연', '편의점', '주유소', '할인점/슈퍼마켓', '레저', '문화', '화장품']","['온라인신규신청 연회비 100% 캐시백홈페이지 내 신용카드 최초 발급 시', '스타벅스 최대60% 할인결제대행(PG) 이용 시,커피전문점 10%할인', '버거/패스트푸드 최대 30% 할인!결제대행(PG) 이용시, 한식/일식/중식/양식업종 10%할인', '3대 통신사 통신요금 10% 할인', '버스, 지하철, 택시 10% 할인', '결제대행(PG) 이용 시 10%할인', '결제대행(PG) 이용시, 쇼핑업종 10%할인', '결제대행(PG) 이용시, 영화/공연관 10% 할인', '결제대행(PG) 이용시, 편의점 10% 할인', '결제대행(PG) 이용시, 주유소소 10% 할인', '결제대행(PG) 이용시, 할인점/슈퍼마켓 10%할인', '결제대행(PG) 이용시, 놀이공원 10%할인', '결제대행(PG) 이용시, 문화업종 10%할인', '결제대행(PG) 이용시  화장품업종 10%할인']"
신한카드 국민행복 ,"['국민행복카드', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '쇼핑', '교육', '한식/일식/중식/양식', '문화', '금융']","['임출산 진료비/보육료/생활할인 지원', '병원/약국/산후조리원 5% 청구할인', 'SSG닷컴, 롯데ON, 11번가G마켓, 쿠팡 5% 결제일 할인온라인 월회비 3천원 할인', '어린이집/유치원 중 부모부담금,전국 학원 10% 청구 할인', '배달의민족, 요기요 10% 청구할인', '넷플릭스, 유튜브프리미엄 50% 할인YES24, 알라딘, 교보문고 할인', '신한투자증권 수수료 면제 혜택 서비스신한라이프 어린이보험 보험료 우대']"
the Pink,"['연회비지원', '포인트/캐시백', '바우처', '프리미엄', '주유소']","['the Pink Welcome 혜택7만M포인트적립 or 연회비7만원감면', '국내외 가맹점 1~2% M포인트 적립영역별 5% M포인트 적립M포인트 사용', 'the Pink 전용 M포인트', '메탈 소재 카드 플레이트 제공인천국제공항 라운지 무료 이용서비스무료 발레파킹서비스 제공', 'GS칼텍스 리터당 60 M포인트 적립']"
zgm.rounding카드,"['레저', '커피전문점', '프리미엄']","['골프?연습장, 스크린골프 5% 할인쇼골프 연습장 일 타석권 50% 할인홀인원 축하금 100만원 제공', '커피전문점 10% 청구할인', '국내 국제공항 라운지 연2회 무료이용']"
CLUB Signature Asiana Club,"['프리미엄', 'Priority Pass', '항공']","['택1) 신라면세점 10만원 이용권택2) 호텔 한식/일식/중식/양식통합 12만원 이용권연 1회, 2가지 중 1가지 선택제공', '전세계 주요 라운지 무료입장!', '1,000원당 최대 2.0마일 적립']"
HERITAGE Smart [대한항공 마일리지형],"['항공', '바우처', '금융', '프리미엄', '쇼핑', '문화', '통신', '편의점', '커피전문점', '할인점/슈퍼마켓', '주유소', '한식/일식/중식/양식', '영화/공연', '교통', '화장품', '레저']","['국내가맹점 2천원당 최대 3마일적립KB Pay 이용 시,해외 가맹점 1천원당 2마일 적립', '3가지 쿠폰서비스 제공(연1회,택1)특급호텔 15만원 할인쿠폰 제공대한항공 및 저가항공사 15만원할인공연/전시 15만원 할인쿠폰 제공', 'KB국민은행 수수료 감면, 면제서비스문자알림(SMS) 서비스 무료제공', '국내외 공항라운지 무료이용 서비스인천공항 및 호텔 발레파킹 서비스국내 특급호텔 F&B, 스파할인국내외 특급호텔 및 리조트 객실 할인', '쇼핑 2천원당 최대 3마일 적립KB Pay 이용 시,랭킹닭컴 배송완료시 포인트 6배 적립유어버스데이 꽃배달 20% 할인서비스', '문화생활 2천원당 최대 3마일 적립KB Pay 이용 시,내셔널지오그래픽 트래블러 정기구독할인', '이동통신요금 1천원당 1마일리지 적립전월 이용실적 조건 및 적립한도 없음', '편의점 2천원당 최대 3마일 적립KB Pay 이용 시,', '카페 2천원당 최대 3마일 적립KB Pay 이용 시,베이커리 2천원당 3마일리지 적립', '할인점/슈퍼마켓 2천원당 최대 3마일 적립KB Pay 이용 시,', '주유소소 2천원당 최대 3마일 적립KB Pay 이용 시,', '한식/일식/중식/양식업종 2천원당 최대 3마일 적립KB Pay 이용 시,포잉앱에서 결제시 최대 5% 적립', '영화/공연관 2천원당 최대 3마일 적립KB Pay 이용 시,', '교통 1천원당 1마일리지 적립전월 이용실적 조건 및 적립한도 없음', '화장품업종 2천원당 최대3마일 적립KB Pay 이용 시,', '레저 2천원당 최대 3마일 적립KB Pay 이용 시,아고다 국내외 호텔 예약시 12%할인국내, 해외 렌터카 할인국내외 투어 상품 할인 쿠폰 서비스제주도 여행상품 할인 및 특전 제공프리미엄 수행기사 서비스 특전 제공제주도, 해외 골프 특전 제공']"
현대백화점 FIT카드,['쇼핑'],['현대백화점 5% 할인H.Point 최대6만포인트 추가적립현대백화점 2시간 무료주차권 제공무이자할부혜택(명품브랜드최대12개월)']
L.CLASS L60카드(L.POINT형),"['포인트/캐시백', '바우처', '프리미엄', 'Priority Pass']","['L.POINT 1% 적립', '스페셜기프트 연 1회 제공(아래 3개 중 1개 선택)', '롯데호텔, 롯데면세점, 골프프리미엄 서비스 제공', '국내외 공항라운지 무료이용(LoungeKey 서비스)공항 내 다양한 특별 혜택']"
신한카드 Deep Dream,"['연회비지원', '포인트/캐시백', '언제나할인', '영화/공연', '편의점', '통신', '주유소', '쇼핑', '커피전문점', '할인점/슈퍼마켓', '교통', '금융', '교육']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '전월실적·적립한도 없이 0.7% 적립DREAM영역반겨드림 5천 포인트 적립', '전월실적·적립한도 없이 0.7% 적립', '영화/공연관 이용금액 0.7% 포인트 적립자주가면 3배, 많이쓰면 5배 적립!', '편의점 이용금액 0.7% 포인트 적립자주가면 3배, 많이쓰면 5배 적립!', '이동통신요금 0.7% 포인트 적립가장 많이 이용한 영역은 5배 적립!', '주말, 전 주유소소 리터당 80원 적립전월실적·적립한도 없이 0.7% 적립', '쇼핑 이용금액 0.7% 포인트 적립자주가면 3배, 많이쓰면 5배 적립!', '모든 커피 업종 이용금액 0.7%적립자주가면 3배, 많이쓰면 5배 적립!', '할인점/슈퍼마켓 이용금액 0.7% 포인트적립자주가면 3배, 많이쓰면 5배 적립!', '교통 이용금액 0.7% 포인트적립택시 이용 3,6,9번째 2천원 할인', '신한금융그룹 우대 서비스', '교육 가맹점 이용금액 0.7% 적립']"
NH농협 올바른POINT UP+ 카드,"['포인트/캐시백', '프리미엄', '금융']","['적립한도없이 0.7~2.2%포인트적립', '국제브랜드 프리미엄 서비스 제공', '이체수수료 통합 월 10회 면제']"
신한카드 핏(Fit),"['연회비지원', '포인트/캐시백']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '영역별 5회 이용 시 마다 스탬프적립모든 영역 스탬프 적립 시 추가포인트Flex 영역 10% 적립Flex 영역 적립 한도 업그레이드']"
신한카드 Air One,"['항공', '쇼핑']","['국내외 1,000원당 1마일 기본적립국내 항공/면세업종 이용시 2배 적립해외 이용금액 1,000원당 2마일', '신라면세점 전용앱 더 심플 이용시이용금액 1천원당 1마일 추가 적립']"
신한카드 RPM+,"['연회비지원', '주유소', '프리미엄', '쇼핑', '자동차서비스', '할인점/슈퍼마켓', '교통', '편의점', '포인트/캐시백']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '모든 주유소소 리터당 40~150P적립모든 충전소 리터당 10~50P 적립', '인천공항 발렛파킹 무료 서비스전국 40개 호텔 레스토랑,객실 할인인천공항 무료 커피, 레스토랑 할인1일 무료 주차 서비스', '롯데/현대백화점 이용금액 1~5%적립홈쇼핑/온라인몰 이용금액 1~5%적립', '전국 차량정비소/타이어샵 1~5%적립', '롯데마트/이마트/홈플러스 1~5%적립', '택시 이용금액 1~5% 포인트 적립', '전국 편의점 1~5% 포인트 적립', '모든 가맹점 0.2~2% 포인트적립']"
NH농협 올바른HOMETOWN카드,"['할인점/슈퍼마켓', '쇼핑', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '교통', '금융']","['하나로마트/하나로클럽 5% 청구할인', '슈퍼마켓 5% 청구할인홈쇼핑 10% 청구할인', '병의원/약국 5% 청구할인건강식품 10% 청구할인', '교통(버스/지하철) 10% 할인', '보이스피싱 보상보험 무료 가입']"
현대카드 대한항공카드 150,"['항공', '프리미엄', '쇼핑', '커피전문점', '자동차서비스', '바우처', '레저', '문화', '결제대행(PG)']","['웰컴보너스 5천+5천 마일리지 바우처1천원당 1마일, 최대 3마일 적립해외/면세 1천원당 2마일 적립호텔/백화점/골프 1천원당 2마일적립항공/기내면세 1천원당 3마일 적립', 'MasterCard 프리미엄서비스항공 5만원, 기내면세 2만원 할인마티나 골드 라운지 무료 이용공항/호텔 발레파킹 무료 이용특수 소재 플레이트 발급', '백화점/면세점 1천원당 2마일 적립', '커피전문점 스타벅스, 폴바셋, 이디야결제 건당 500원 할인', '서울 및 대도시 주말 무료 주차', '마일리지/항공권/면세점 바우처', '골프장 1천원당 2마일 적립', '슈퍼콘서트 20% 할인현대카드 라이브러리 무료 입장', '단 한번의 클릭으로 온라인 결제 완료대한항공 결제대행(PG)/현대카드 앱카드']"
KB국민 FINETECH카드(마일리지 대한항공),"['연회비지원', '항공', '문화', '커피전문점', '영화/공연', '통신', '쇼핑', '한식/일식/중식/양식', '편의점', '주유소', '할인점/슈퍼마켓', '화장품', '교육', '레저']","['온라인신규신청 연회비 100% 캐시백홈페이지 내 신용카드 최초 발급 시', '대한항공 마일리지 최대 3마일 적립!', '티켓링크·벅스뮤직 최대 3마일 적립공연·전시 등국내  문화가맹점 1.2마일적립', '스타벅스APP사이렌오더 최대3마일적립커피전문점 국내가맹점1.2마일적립', 'CGV 예매시 최대 3마일 적립영화/공연 국내 가맹점 1.2마일 적립', '통신요금 1,500원당 1.2마일적립', '쇼핑업종 1.2마일적립', '한식/일식/중식/양식업종 1,500원당 1.2마일적립', '편의점 1,500원당 1.2마일 적립', '주유소업종 1,500원당 1.2마일적립', '할인점/슈퍼마켓 1,500원당 1.2마일적립', '화장품업종 1,500원당 1.2마일적립', '교육업종 1,500원당 1.2마일적립', '레저업종 1,500원당 1.2마일적립']"
삼성카드 taptap I,"['프리미엄', '교통', '레저', '커피전문점', '영화/공연', '쇼핑', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '문화']","['라이프스타일 패키지 (일상·여가)해외 공항 라운지 무료', 'KTX, SRT등 3만원당 5천원할인', '해외·여행 3% 할인 (해외겸용)여행 3% 할인 (국내전용)', '10대 커피전문점·제과점 30% 할인', '모든 영화/공연관 6,000원 할인', '마켓컬리, 음식점 20% 할인슈퍼마켓·아울렛·백화점 등 3%할인', '동물병원 10,000원 할인', '서점·인터파크티켓 10,000원 할인']"
현대카드ZERO Edition2(포인트형),"['연회비지원', '편의점', '교통', '자동차서비스', '주유소', '커피전문점', '포인트/캐시백', '결제대행(PG)', '할인점/슈퍼마켓']","['신규회원 Welcome 이벤트', '편의점', '교통 2.5%적립', '\u3000', '\u3000', '커피 전문점 2.5%적립', '국내외 가맹점 M포인트 적립', '온라인 결제대행(PG) 서비스2.5% M포인트 적립', '대형 할인점 2.5%적립']"
NH농협 위 테라카드(포인트),"['포인트/캐시백', '바우처', '커피전문점', '프리미엄']","['기본적립 : 국내 1%,해외 2%적립추가적립 : 국내외 주말 2~3%적립', '프리미엄 바우처 서비스 연 1회 제공', '전세계 스타벅스 4천원 청구할인', '전세계 공항 라운지 무료 이용']"
샤롯데 플래티넘 스타 카드,"['바우처', '커피전문점', '영화/공연', '쇼핑', '주유소', '한식/일식/중식/양식', '화장품', '레저']","['샤롯데 플래티넘 스타카드 회원을 위해5만원 상당의 바우처 선물을 매년!', '엔제리너스 둘이 가면 1명은 무료!커피 전문점 5% 청구할인나뚜루,엔제리너스 1천원당 50원할인', '롯데시네마 둘이 가면 1명은 무료!롯데시네마 1,500원 현장할인', '상품권, 엘포인트 교환되는 포인트적립쇼핑업종 2~3개월 무이자 할부 혜택쇼핑 추가 혜택까지!', '전국 주유소소 스타포인트 적립!리터당 50 포인트 적립', ""T.G.I.FRiDAY'S 10%할인미스터피자 15% 현장할인롯데리아 1,000원당 50원 할인"", '박준 화장품랩 20% 현장할인박승철 헤어스투디오 15% 현장할인', '롯데월드 종합이용권 50% 할인롯데호텔 할인']"
신한카드 플리(산리오캐릭터즈),"['언제나할인', '포인트/캐시백']","['국내 이용금액 최대 0.9% 할인해외 이용금액 0.5% 결제일 할인', '마이신한포인트 월 최대 3천P 적립매월 6천원 할인 쿠폰 제공 서비스']"
THE CJ KB국민카드,"['쇼핑', '영화/공연', '한식/일식/중식/양식', '화장품', '커피전문점', 'THE CJ 카드']","[' CJ mall 5% 청구할인올리브영10%할인, 1%적립 추가제공CJ오쇼핑 TV방송·카탈로그 5%할인', '일1회/연12회 건당 최대6천원 할인CGV에서 영화/공연티켓 예매 및 구입 시', 'CJ푸드빌 최대 20% 현장할인VIPS, 제일제면소, 더플레이스 등', 'CJ 올리브영 구매시 10% 현장할인이용금액 1% CJ적립금도 추가 적립', 'CJ푸드빌 10% 현장할인 뚜레쥬르, 투썸플레이스, 주스솔루션', '']"
신한 Hi-Point 카드,"['포인트/캐시백', '주유소', '할인점/슈퍼마켓', '통신', '쇼핑', '레저', '영화/공연', '금융', '항공', '한식/일식/중식/양식', '문화', '편의점', '육아']","['주요 혜택모아 최대 5% 포인트 적립전 가맹점 이용금액 최대 2% 적립!', 'S-OIL 주유소소 리터당 60원 적립현대오일뱅크 리터당 60원 적립주유소시 포인트 전액 결제 가능', '롯데마트·이마트·홈플 최대 5% 적립2~3개월 무이자 할부 서비스', '이동통신요금 자동이체 최대 5% 적립', '롯데·현대백화점 결제 최대 5% 적립CJ오쇼핑·CJmall 최대 5%적립포인트로 백화점/할인점 상품권 교환!2~3개월 무이자 할부 서비스쇼핑 30% 포인트 차감 할인 서비스', '대형 놀이공원 최대 50% 할인!롯데월드/아쿠아리움 포인트 결제 가능', '온라인 영화/공연 예매 할인', '신한투자증권 0.2% 추가 적립마이신한포인트 펀드불입', '대한항공, 아시아나항공 마일리지 전환', '요식 업종 포인트 결제 가능', '벅스/반디앤루니스 포인트 결제 가능', 'CU 전액 포인트 결제 가능', '키자니아 포인트 결제 가능']"
NH농협 쏠쏠카드(SolSol),"['레저', '반려동물', '영화/공연', '커피전문점', '편의점', '주유소', '교통', '쇼핑', '통신', '한식/일식/중식/양식']","['종합스포츠센터/요가 12% 청구할인', '반려동물 업종 12% 청구할인', 'CGV 10% 청구할인', '스타벅스, 이디야 10% 청구할인주요 베이커리 10% 청구할인', '주요 편의점 5% 청구할인', 'SK에너지, NH오일 5% 청구 할인', '버스/지하철 5% 청구할인', '인터넷 쇼핑 3% 청구할인', '주요 통신사 3% 청구할인', '전국 음식점 3% 청구할인']"
홈플러스 삼성카드,"['할인점/슈퍼마켓', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '주유소', '통신', '영화/공연', '문화', '커피전문점']","['홈플러스 최대 5% 결제일할인', '종합병원/일반병원/치과병원/한의원/약국/기타의료비 5% 결제일할인', 'GS칼텍스 리터당 80원 결제일할인', '이동통신 5% 결제일할인', '영화/공연 5천원 결제일할인', '디지털콘텐츠 30% 결제일할인', '커피전문점/제과점 10% 결제일할인']"
K-22(Point),"['포인트/캐시백', '바우처', '프리미엄', '커피전문점', '할인점/슈퍼마켓', '교통']","['TOP포인트 적립', 'Voucher 서비스', 'Premium 서비스', '주요 커피전문점 20% 할인!공항 커피 무료 제공', '백화점·할인점/슈퍼마켓 10% 할인', 'KTX·SRT 10% 할인']"
삼성 iD SIMPLE 카드,"['연회비지원', '쇼핑', '영화/공연', '커피전문점', '한식/일식/중식/양식', '언제나할인']","['온라인신규회원 연회비 100% 캐시백(삼성개인신용카드 신규발급 시 제공)', '온라인쇼핑몰 멤버십 50%할인', '영화/공연 3,000원 할인', '카페업종 0.7 · 1%할인', '한식/일식/중식/양식업종 0.7 · 1%할인', '국내외 가맹점 최대 1%할인']"
LOCA 100,"['연회비지원', '언제나할인', '바우처', '쇼핑', '커피전문점', '문화', '편의점', '할인점/슈퍼마켓', '주유소', '통신', '영화/공연', '교육', '육아', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '화장품', '렌탈', '자동차서비스', '금융', '교통', '한식/일식/중식/양식', '레저']","['신규회원 연회비 100% 캐시백이벤트롯데카드 온라인신청 특별 혜택', '국내외 가맹점에서 최대 1% 할인전월실적 없이 0.5% 할인은 기본!온라인 결제 시 1.5% 결제일 할인', '결제일 할인 혜택으로 사용할 수 있는6만원 Flex Voucher 제공!', '쇼핑 관련 가맹점최대 1% 결제일 할인', '커피전문점 가맹점최대 1% 결제일 할인', '문화 관련 가맹점최대 1% 결제일 할인', '편의점 가맹점최대 1% 결제일 할인', '할인점/슈퍼마켓 가맹점최대 1% 결제일 할인', '주유소소 가맹점최대 1% 결제일 할인', '이동통신 가맹점최대 1% 결제일 할인', '영화/공연관 가맹점최대 1% 결제일 할인', '교육업종 가맹점최대 1% 결제일 할인', '육아 관련 가맹점최대 1% 결제일 할인', '종합병원/일반병원/치과병원/한의원/약국/기타의료 관련 가맹점최대 1% 결제일 할인', '화장품 관련 가맹점최대 1% 결제일 할인', '렌탈 서비스 가맹점최대 1% 결제일 할인', '자동차서비스 서비스 가맹점최대 1% 결제일 할인', '금융업종 가맹점최대 1% 결제일 할인', '교통 가맹점최대 1% 결제일 할인', '한식/일식/중식/양식업종 가맹점최대 1% 결제일 할인', '레저 관련 가맹점최대 1% 결제일 할인']"
KB국민 LGU+ 심플라이트카드,['통신'],"['최대 17,000원 할인LG U+ 통신료 자동이체 시']"
신한카드 YaY,"['연회비지원', '포인트/캐시백', '문화', '한식/일식/중식/양식', '쇼핑', '커피전문점']","['온라인 신규회원 연회비 100%캐시백신규 회원이면 누구나 참여 가능!', '연간 최대 81만 포인트 적립', '넷플릭스, 왓챠 플레이 등 30%적립', '배민, 요기요 등 최대 30% 적립', '온라인쇼핑 월 최대 12,500P적립오늘의집, 런드리고 10% 적립앱마켓, NC소프트 등 10% 적립', '스타벅스 사이렌오더 10%적립와인앤모어 10% 적립']"
NH농협 SKYPASS카드,"['항공', '영화/공연', '쇼핑', '커피전문점', '문화', '레저', '교육']","['이용금액1천5백원당1~3마일리지 적립', 'CGV, 롯데시네마, 메가박스', '국내 면세점/대한항공 기내 면세점웨딩토탈 서비스 5~10% 현장할인', '스타벅스, 커피빈, 탐앤탐스', '국내 서점/서적', '국내외 여행패키지 3~5% 현장할인금강산콘도미니엄 77% 할인해외로밍 현장할인외화 환전 수수료 현장할인보험서비스 무료 가입', '전화영어, 화상영어 현장할인']"
삼성페이 삼성카드 taptap,"['결제대행(PG)', '통신', '영화/공연', '언제나할인', '쇼핑', '편의점', '커피전문점']","['삼성 페이로 결제 시 10% 할인', '이동통신요금 자동납부 시 10% 할인', 'CGV·롯데시네마 5천원 결제일할인', '국내외 가맹점 0.3% 결제일할인', '쇼핑업종 0.3% 결제일할인', '편의점 0.3% 결제일할인', '커피전문점 0.3% 결제일할인']"
삼성 iD POCKET 카드,"['교통', '편의점', '한식/일식/중식/양식', '커피전문점']","['교통 1%·2% 결제일할인', '편의점 1%·8% 결제일할인', '배달앱 1%·8% 결제일할인', '델리·커피전문점 1%·8% 결제일할인']"
CLUB PREMIER 카드 [Travel],"['프리미엄', '쇼핑', '교통', '커피전문점', '포인트/캐시백']","['국내 6대 저가항공 50% 청구할인전 세계 제휴 라운지 무료 입장국제 브랜드 서비스', '국내 면세점 업종 20% 청구할인', '택시 업종 20% 청구할인', '스타벅스, 커피빈 20% 청구할인', '국내외 최대 1.5% 하나머니 적립']"
SK매직 삼성카드,"['렌탈', '생활서비스', '통신']","['최대 1만 3천원 결제일 할인', '아파트생활서비스 정기결제시1,000원할인4대사회보험 정기결제시1,000원할인', '통신요금 정기결제시 1,000원할인']"
NH농협 올바른OIL&PASS 카드,"['주유소', '자동차서비스', '교통', '편의점', '커피전문점', '레저', '통신', '쇼핑', '한식/일식/중식/양식', '화장품']","['전국주유소소/LPG충전소 5% 청구할인[BEST OIL 팩][SMART PASS 팩]', '스피드메이트 엔진오일·와이퍼 무료교환[BEST OIL 팩]', '버스/지하철/택시/철도 7% 청구할인[SMART PASS 팩][BEST OIL 팩]', '편의점 1,000원 청구할인[공통 서비스]', '커피전문점 2,000원 청구할인[공통 서비스]', '[SMART PASS 팩]', '[SMART PASS 팩]', '[SMART PASS 팩]', '[SMART PASS 팩]', '[SMART PASS 팩]']"
BC 바로 알뜰교통 플러스 카드,"['연회비지원', '교통', '편의점', '문화', '커피전문점', '통신', '언제나할인']","['신규발급시 연회비 100% 청구할인', '버스/지하철 15% 결제일 할인매월 최대 15,000원', '편의점 5% 결제일 할인', '매월 자동 결제 되는OTT/스트리밍 15% 결제일 할인', '카페 5% 결제일 할인', '이동통신요금 5% 결제일 할인', '해외 가맹점 3% 결제일 할인']"
신한카드 MY CAR,"['연회비지원', '주유소', '자동차서비스', '하이패스', '커피전문점']","['온라인 신규회원 연회비 100%캐시백신규 회원이면 누구나 참여 가능!', '모든 주유소소 리터당 80원 결제일할인모든 충전소 리터당 40원 결제일할인전기차 충전요금 30% 결제일 할인', '일시불·단기할부 0.2% 캐시백 제공장기할부·자동차서비스금융 매월 캐시백 제공자동차 정비 이용 건별 2만원 할인전국 주차장 월 최대 4천원 할인카카오T 대리운전 2천원 할인', '하이패스 월 최대 1천원 청구 할인', '전국 커피전문점 월 최대 2천원 할인']"
땡겨요 신한카드,"['한식/일식/중식/양식', '편의점']","['땡겨요앱 이용금액 포인트 10% 적립', '편의점 이용금액 포인트 5% 적립']"
L.PAY 신한카드,"['포인트/캐시백', '결제대행(PG)', '할인점/슈퍼마켓', '쇼핑', '프리미엄', '편의점', '교통']","['국내/해외 이용금액 0.1% 적립롯데 더드림영역 최대 7% 적립', '롯데 더드림영역에서 최대 7% 적립', '롯데마트, 롯데슈퍼 최대 7% 적립', '롯데백화점, 롯데홈쇼핑 최대7% 적립', '롯데면세점, 롯데호텔 최대 7% 적립', '세븐일레븐 이용금액 최대 7% 적립', '후불교통 및 택시 이용금액 1% 적립']"
NH올원 Rental&바디프랜드카드,"['렌탈', '레저']","['바디프랜드 월 최대 3만원 렌탈할인', '전국 주요 놀이공원 할인']"
NH농협 국민행복카드(비씨),"['국민행복카드', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '쇼핑', '커피전문점', '한식/일식/중식/양식', '통신', '교통', '레저', '교육', '포인트/캐시백']","['건강보험 임신·출산 진료비 지원청소년 산모 임신, 출산 종합병원/일반병원/치과병원/한의원/약국/기타의료비 지원보육료·유아학비 지원(아이행복카드)첫만남이용권 지원사업', 'A 타입 혜택조산원, 산후조리원 5% 청구할인', 'A 타입 혜택주요 온라인 쇼핑몰 5% 청구할인', 'A, B타입 공통 혜택주요 커피 전문점 20% 청구할인', 'A, B 타입 공통 혜택주요 패밀리레스토랑 10% 청구할인', 'A, B 타입 공통 혜택이동통신요금 자동이체 1천원 청구할인', 'A, B 타입 공통 혜택전국 시내버스, 지하철 5% 청구할인', 'B 타입 혜택놀이공원 자유이용권 50% 현장할인A, B 타입 공통 혜택딸기가 좋아 놀이시설 이용시 청구할인', 'B 타입 혜택어린이집, 유치원 5% 청구할인', 'C 타입 혜택에코머니 포인트 최대 20% 적립']"
신한카드 Mr.Life,"['연회비지원', '생활서비스', '주유소', '통신', '할인점/슈퍼마켓', '쇼핑', '교통', '커피전문점', '한식/일식/중식/양식', '편의점', '종합병원/일반병원/치과병원/한의원/약국/기타의료']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '전기·도시가스 10% 할인!', '4대 주유소소 리터당 60원 할인!', 'SKT·KT·LG U+ 10% 할인!인터넷, 집전화, 결합상품 포함 할인', '이마트·롯데마트·홈플러스 10% 할인', '온라인쇼핑몰, 소셜커머스 10% 할인 라이프스타일 푸드 인테이크몰 20%', '택시비 10% 결제일 할인!', '스타벅스,커피빈 등 커피전문점 10%', '한식/일식/중식/양식·커피업종 이용금액 10% 할인!', '모든 편의점 10% 할인!', '병원, 약국 업종 10% 할인!']"
KB국민 WE:SH All 카드,"['연회비지원', '언제나할인', '쇼핑', '문화', '통신', '커피전문점', '편의점', '할인점/슈퍼마켓', '주유소', '한식/일식/중식/양식', '영화/공연', '교통', '화장품']","['온라인신규신청 연회비 100% 캐시백홈페이지 내 신용카드 최초 발급 시', '국내가맹점 실적, 한도 없이 1%할인 해외가맹점 실적 없이 2% 할인', '로켓와우멤버십 등 자동납부 50%할인', '넷플릭스,티빙 등 자동납부 10%할인', 'SKT,KT 등 자동납부요금 5%할인', '전월실적, 한도없이 카페 1%할인전월실적, 한도없이 베이커리 1%할인', '전월실적, 한도없이 편의점 1%할인', '전월실적, 한도없이 할인점/슈퍼마켓 1%할인', '전월실적, 한도없이 주유소업종 1%할인', '전월실적, 한도없이 한식/일식/중식/양식업종 1%할인', '전월실적, 한도없이 영화/공연관 1%할인', '전월실적, 한도없이 교통 1%할인', '전월실적, 한도없이 화장품업종 1%할인']"
삼성 iD AUTO 카드,"['주유소', '하이패스', '자동차서비스', '언제나할인', '할인점/슈퍼마켓', '편의점', '한식/일식/중식/양식', '쇼핑', '커피전문점', '영화/공연']","['주유소 리터당 70원·90원 할인', '하이패스 10% 결제일 할인', '주차장·대리운전 10% 결제일 할인차량 점검 서비스', '국내외 가맹점 0.5% 결제일할인', '할인점 1.5% 결제일 할인', '편의점 1.5% 결제일 할인', '배달앱 1.5% 결제일 할인', '온라인쇼핑몰 1.5% 결제일 할인', '커피전문점 1.5% 결제일 할인', '영화/공연 5천원 결제일 할인']"
NH농협 올원 파이카드,"['교통', '커피전문점', '편의점', '쇼핑', '주유소', '통신', '할인점/슈퍼마켓', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '화장품', '커피전문점', '한식/일식/중식/양식']","['교통(버스/지하철) 5% 청구할인', '주요 커피전문점 20% 청구할인', '국내 주요 편의점 5% 청구할인', '국내 모든 온라인쇼핑몰 최대20%할인잡화 5% 청구할인', '모든 주유소소 최대15%할인', '이동통신 최대20%할인', '국내 할인점/슈퍼마켓 최대20%할인', '전국 병의원 및 약국 최대20% 할인', '잡화점 5% 청구할인', '커피전문점 20% 청구할인', '배달앱 5% 청구할인']"
zgm.일본여행중카드,"['금융', '포인트/캐시백', '프리미엄', '레저']","['해외결제 시 해외서비스수수료 면제', '일본 오프라인 전매장 10%포인트적립해외·국내 생활업종 NH포인트 적립', '전세계 공항 라운지 무료 이용', '익스피디아 객실요금 9% 즉시 할인']"
롯데월드카드 (삼성카드),"['언제나할인', '문화', '레저', '쇼핑', '한식/일식/중식/양식', '주유소', '생활서비스']","['국내 가맹점 0.5% 결제일할인', '온라인서점 7% 결제일할인스트리밍 2천원 결제일할인', '롯데월드 입장권 2인 50% 할인롯데월드 연간이용권 최대 25% 할인롯데월드 기타서비스 최대 50% 할인롯데월드직영기념품샵 10% 할인어드벤처 매직패스프리미엄 구매 혜택', '온라인쇼핑몰 7% 결제일할인신선식품 배송 7% 결제일할인해외 1.5% 결제일할인', '배달앱 7% 결제일할인', '모든 주유소소 7% 결제일할인', '아파트생활서비스 7% 결제일할인']"
